Speaker|Party|Speech ID|Gendered Terms
Svenja Schulze||22|[Landwirtinnen] gesorgt dass Landwirtinnen und Landwirte; [Landwirte] Landwirtinnen und Landwirte klare Perspektiven; [Landwirtschaft] natürlich weiterhin Landwirtschaft betreiben können; [Landwirtschaft] natürlich weiter Landwirtschaft möglich ist; [Landwirtschaft] im Moment Landwirtschaft die nicht; [Landwirtschaft] dort weiterhin Landwirtschaft stattfindet Das; [Landwirtschaft] geschützt Aber Landwirtschaft wird weiter
Präsident Dr. Wolfgang Schäuble||23|[Kollegin] Frau Kollegin
Franziska Gminder|AfD|24|[Ministerin] geehrte Frau Ministerin haben Sie; [Landwirten] mit den Landwirten Kontakt aufgenommen; [Bauern] Straße Die Bauern sind verzweifelt; [Landwirtschaft] ermöglichen weiterhin Landwirtschaft dann ist; [Landwirtschaft] muss sagen Landwirtschaft ist unsere; [Landwirtschaft] man die Landwirtschaft nur noch; [Landwirten] und den Landwirten Vorschriften macht
Svenja Schulze||25|[Landwirtinnen] oft mit Landwirtinnen und Landwirten; [Landwirten] Landwirtinnen und Landwirten im Gespräch; [Landwirtschaft] die Zukunftskommission Landwirtschaft bei der; [Bundeskanzlerin] bei der Bundeskanzlerin Es gibt; [Landwirtinnen] diesem Thema Landwirtinnen und Landwirte; [Landwirte] Landwirtinnen und Landwirte stehen mit; [Landwirtinnen] immer weniger Landwirtinnen und Landwirte; [Landwirte] Landwirtinnen und Landwirte leben Deswegen; [Landwirtinnen] führen dass Landwirtinnen und Landwirte; [Landwirte] Landwirtinnen und Landwirte davon leben; [Landwirtinnen] gestoppt werden Landwirtinnen und Landwirte; [Landwirte] Landwirtinnen und Landwirte leisten wichtige
Präsident Dr. Wolfgang Schäuble||26|[Kollege] stellt der Kollege Andreas Bleck
Andreas Bleck|AfD|27|[Ministerin] geehrte Frau Ministerin artenreiches Grünland; [Bauern] dass einige Bauern die ja
Svenja Schulze||28|[Landwirtinnen] kommen dass Landwirtinnen und Landwirte; [Landwirte] Landwirtinnen und Landwirte ein Interesse; [Landwirtinnen] bei vielen Landwirtinnen und Landwirten; [Landwirten] Landwirtinnen und Landwirten ein hohes
Präsident Dr. Wolfgang Schäuble||29|[Kollegin] stellt die Kollegin Renate Künast
Renate Künast|BÜNDNIS 90/DIE GRÜNEN|30|[Ministerin] – Frau Ministerin an einer; [Landwirten] gegenüber den Landwirten sei Für; [Landwirtschaft] Betriebsgrundlagen der Landwirtschaft Wenn sie; [Agrarminister] Schmidt als Agrarminister gegen die
Svenja Schulze||31|[Landwirtschaft] Grundlage von Landwirtschaft Wenn wir; [Landwirtschaft] wäre die Landwirtschaft enorm gefährdet
Präsident Dr. Wolfgang Schäuble||32|[Träger] Carsten Träger SPD hat
Carsten Träger|SPD|33|[Präsident] Dank Herr Präsident – Liebe
Svenja Schulze||34|
Präsident Dr. Wolfgang Schäuble||35|[Kollege] zulasse Herr Kollege Kraft das; [Kolleginnen] leid Die Kolleginnen Nicole Bauer; [Bauer] Kolleginnen Nicole Bauer FDP und; [Kollegen] Frage des Kollegen Dr Gero
Nicole Bauer|FDP|36|[Landwirtschaft] Zukunft der Landwirtschaft und für; [Landwirtschaft] gesagt die Landwirtschaft die bäuerlichen; [Landwirte] gehen die Landwirte auf die; [Landwirtschaft] die regionale Landwirtschaft starkmachen Meine
Svenja Schulze||37|[Landwirtschaftsministerium] das benachbarte Landwirtschaftsministerium Frau Klöckner; [Landwirtschaft] wie man Landwirtschaft und Biodiversitätsschutz; [Verbrauchern] Verbraucherinnen und Verbrauchern ist vorhanden
Präsident Dr. Wolfgang Schäuble||38|[Sekunden] nur 30 Sekunden vorgesehen Ich
Steffi Lemke|BÜNDNIS 90/DIE GRÜNEN|39|[Präsident] erwähnen Herr Präsident – Frau; [Ministerin] – Frau Ministerin bisher kamen; [Landwirtschaft] Bereich der Landwirtschaft Ich würde
Präsident Dr. Wolfgang Schäuble||40|
Steffi Lemke|BÜNDNIS 90/DIE GRÜNEN|41|
Präsident Dr. Wolfgang Schäuble||42|
Svenja Schulze||43|
Präsident Dr. Wolfgang Schäuble||44|
Gero Clemens Hocker|FDP|45|[Präsident] verehrter Herr Präsident – Verehrte; [Ministerin] Verehrte Frau Ministerin Sie haben; [Landwirtschaftsministerium] Umwelt und Landwirtschaftsministerium handelt Vor; [Häuser] Projekt beider Häuser gefunden haben
Svenja Schulze||46|
Präsident Dr. Wolfgang Schäuble||47|[Kollege] Nachfrage Herr Kollege Hocker
Gero Clemens Hocker|FDP|48|[Landwirte] jetzt auf Landwirte zukommen –; [Landwirte] nennen Viele Landwirte haben durchaus; [Bauernmilliarde] schon diese Bauernmilliarde von vor; [Landwirte] für die Landwirte die Vorbehalte; [Bauern] Sie den Bauern die deswegen
Svenja Schulze||49|[Landwirtinnen] Mittel für Landwirtinnen und Landwirte; [Landwirte] Landwirtinnen und Landwirte zur Verfügung; [Landwirtschaft] für die Landwirtschaft bekommen Und; [Landwirtinnen] Ausgleiche für Landwirtinnen und Landwirte; [Landwirte] Landwirtinnen und Landwirte zu schaffen; [Landwirtinnen] sehr viele Landwirtinnen und Landwirte; [Landwirte] Landwirtinnen und Landwirte das aktiv; [Landwirtschaft] ihre Enkel Landwirtschaft betreiben können
Präsident Dr. Wolfgang Schäuble||50|[Kollege] stellt der Kollege Carsten Träger; [Träger] Kollege Carsten Träger SPD –; [Schneider] verwirrend Herr Schneider Herr Spiering
Rainer Spiering|SPD|51|[Präsident] Herr Präsident der Herr; [Schneider] der Herr Schneider verwirrt nie; [Ministerin] geehrte Frau Ministerin die heutige; [Kollegin] auch der Kollegin Bauer etwas; [Bauer] der Kollegin Bauer etwas Nachhilfe; [Ministerin] Agieren die Ministerin Klöckner im; [Bauernverband] namentlich der Bauernverband und vielleicht; [Kollege] oder andere Kollege hier im
Svenja Schulze||52|[Schneider] habe Herrn Schneider auch als
Präsident Dr. Wolfgang Schäuble||53|[Präsidenten] niemals den Präsidenten
Svenja Schulze||54|[Präsidenten] würde den Präsidenten niemals kritisieren
Präsident Dr. Wolfgang Schäuble||55|[Kollege] – Der Kollege Harald Ebner
Harald Ebner|BÜNDNIS 90/DIE GRÜNEN|56|[Präsident] Danke Herr Präsident – Frau; [Ministerin] – Frau Ministerin es kam; [Kollegen] Frage des Kollegen Hocker nicht
Svenja Schulze||57|[Kollegin] mit der Kollegin noch mal
Präsident Dr. Wolfgang Schäuble||58|[Kollege] Der Kollege Dr Hocker
Gero Clemens Hocker|FDP|59|[Präsident] Dank Herr Präsident – Verehrte; [Ministerin] Verehrte Frau Ministerin ich bin; [Kollegen] bin dem Kollegen Spiering ja
Svenja Schulze||60|[Monitoring] müssen beim Monitoring besser werden
Präsident Dr. Wolfgang Schäuble||61|[Kollege] noch der Kollege Dr Kraft
Sylvia Kotting-Uhl|BÜNDNIS 90/DIE GRÜNEN|62|[Ministerin] – Frau Ministerin Sie haben
Präsident Dr. Wolfgang Schäuble||63|[Kollegin] Frau Kollegin
Sylvia Kotting-Uhl|BÜNDNIS 90/DIE GRÜNEN|64|
Svenja Schulze||65|
Präsident Dr. Wolfgang Schäuble||66|[Kollege] – Der Kollege Dr Kraft
Rainer Kraft|AfD|67|[Ministerin] – Frau Ministerin ich bin; [Landwirte] ob die Landwirte in Deutschland; [Bauern] ist Die Bauern können in; [Landwirt] Investment der Landwirt verspricht sich; [Landwirte] werden die Landwirte erhalten Sie; [Landwirte] dass die Landwirte aus Spaß
Svenja Schulze||68|[Landwirtinnen] worden dass Landwirtinnen und Landwirte; [Landwirte] Landwirtinnen und Landwirte so agieren; [Landwirtinnen] agieren könnten Landwirtinnen und Landwirte; [Landwirte] Landwirtinnen und Landwirte gehen sehr; [Landwirtschaft] mit der Landwirtschaft um Was; [Landwirtschaft] auch keine Landwirtschaft in Deutschland
Präsident Dr. Wolfgang Schäuble||69|
Ralph Lenkert|DIE LINKE|70|[Ministerin] Frau Ministerin die Notwendigkeit; [Landwirtinnen] wollen Sie Landwirtinnen und Landwirten; [Landwirten] Landwirtinnen und Landwirten ermöglichen insektenfreundlich; [Landwirtinnen] sicherstellen dass Landwirtinnen und Landwirte; [Landwirte] Landwirtinnen und Landwirte vernünftige Fruchtfolgen; [Landwirtinnen] sicher dass Landwirtinnen und Landwirte; [Landwirte] Landwirtinnen und Landwirte im Biolandbau
Svenja Schulze||71|[Ministerien] das zwei Ministerien sind also; [Ministerium] es das Ministerium für Landwirtschaft; [Landwirtschaft] Ministerium für Landwirtschaft Trotzdem beantworte; [Landwirtinnen] das was Landwirtinnen und Landwirte; [Landwirte] Landwirtinnen und Landwirte leisten auch
Präsident Dr. Wolfgang Schäuble||72|
Ralph Lenkert|DIE LINKE|73|[Ministerin] Frau Ministerin Sie haben; [Landwirtschaft] einer insektenfreundlichen Landwirtschaft getroffen das
Svenja Schulze||74|
Präsident Dr. Wolfgang Schäuble||75|[Kollegin] – Die Kollegin Steffi Lemke; [Sekunden] – 30 Sekunden
Steffi Lemke|BÜNDNIS 90/DIE GRÜNEN|76|[Ministerin] Studie“ Frau Ministerin Der gleiche; [Forscherkreis] Der gleiche Forscherkreis hat gerade
Svenja Schulze||77|
Präsident Dr. Wolfgang Schäuble||78|[Kollegin] stellt die Kollegin Lisa Badum
Lisa Badum|BÜNDNIS 90/DIE GRÜNEN|79|[Präsident] Dank Herr Präsident – Sehr; [Ministerin] geehrte Frau Ministerin ich möchte; [Bundespräsident] Lösegeld der Bundespräsident setzt sich
Svenja Schulze||80|[Verbraucher] Verbraucherinnen und Verbraucher möglichst günstig
Präsident Dr. Wolfgang Schäuble||81|
Lisa Badum|BÜNDNIS 90/DIE GRÜNEN|82|[Ministerin] – Frau Ministerin dass der
Svenja Schulze||83|
Präsident Dr. Wolfgang Schäuble||84|
Rainer Kraft|AfD|85|[Ministerin] – Frau Ministerin ich möchte; [Kollegin] wie die Kollegin insinuiert dass
Svenja Schulze||86|
Vizepräsident in Petra Pau||87|[Kollegin] stellt die Kollegin Verlinden
Julia Verlinden|BÜNDNIS 90/DIE GRÜNEN|88|[Präsidentin] Dank Frau Präsidentin – Frau; [Ministerin] – Frau Ministerin wussten Sie; [Kabinettskollegen] von Ihrem Kabinettskollegen mit den; [Staatssekretär] Ihr eigener Staatssekretär Herr Flasbarth
Vizepräsident in Petra Pau||89|
Julia Verlinden|BÜNDNIS 90/DIE GRÜNEN|90|
Vizepräsident in Petra Pau||91|[Kollegin] Kollegin Verlinden Sie
Julia Verlinden|BÜNDNIS 90/DIE GRÜNEN|92|
Svenja Schulze||93|
Vizepräsident in Petra Pau||94|[Köhler] den Abgeordneten Köhler Je nachdem
Stephan Brandner|AfD|95|
Svenja Schulze||96|[Wissenschaftlerinnen] Lage Alle Wissenschaftlerinnen und Wissenschaftler; [Wissenschaftler] Wissenschaftlerinnen und Wissenschaftler sagen uns
Vizepräsident in Petra Pau||97|
Lorenz Gösta Beutin|DIE LINKE|98|
Svenja Schulze||99|
Vizepräsident in Petra Pau||100|[Köhler] der Abgeordnete Köhler
Lukas Köhler|FDP|101|[Präsidentin] geehrte Frau Präsidentin Sehr geehrte; [Ministerin] geehrte Frau Ministerin Vielen Dank; [Ministerium] dass Ihr Ministerium sagen wir
Svenja Schulze||102|
Vizepräsident in Petra Pau||103|
Marc Bernhard|AfD|104|[Präsidentin] Danke Frau Präsidentin – Frau; [Ministerin] – Frau Ministerin Ihre Klimapolitik; [Beratergremium] dem eigenen Beratergremium der Bundesregierung; [Ministerin] Frage Frau Ministerin warum blockieren
Svenja Schulze||105|
Vizepräsident in Petra Pau||106|
Marc Bernhard|AfD|107|[Berater] Ihre eigenen Berater die sagen; [Regierungsberater] sagen die Regierungsberater Aber Frau; [Ministerin] Aber Frau Ministerin Sie planen
Svenja Schulze||108|
Vizepräsident in Petra Pau||109|[Ministerin] Danke Frau Ministerin – Ich
Präsident Dr. Wolfgang Schäuble||110|[Staatssekretär] der Parlamentarische Staatssekretär Thomas Bareiß; [Kollegen] 2 des Kollegen Stephan Brandner; [Kollegen] 3 des Kollegen Oliver Luksic; [Kollegin] 4 der Kollegin Katharina Dröge; [Kollegin] 5 der Kollegin Lisa Badum; [Staatssekretär] Bitte Herr Staatssekretär
Thomas Bareiß||111|[Präsidentin] Dank Frau Präsidentin – Gerne
Vizepräsident in Petra Pau||112|
Marcus Faber|FDP|113|[Präsidentin] Dank Frau Präsidentin – Herr; [Staatssekretär] – Herr Staatssekretär Sie haben
Thomas Bareiß||114|
Vizepräsident in Petra Pau||115|
Marcus Faber|FDP|116|
Thomas Bareiß||117|
Vizepräsident in Petra Pau||118|[Staatssekretär] Danke Herr Staatssekretär – Die; [Betreiber] Rückstellungen der Betreiber von Windenergieanlagen
Thomas Bareiß||119|[Präsidentin] Dank Frau Präsidentin – Sehr; [Betreiber] die vom Betreiber entsprechend der; [Anlagenbetreiber] für die Anlagenbetreiber um ihre
Vizepräsident in Petra Pau||120|
Rainer Kraft|AfD|121|[Staatssekretär] – Herr Staatssekretär es wundert
Thomas Bareiß||122|[Kollegin] auch die Kollegin oder der; [Kollege] oder der Kollege aus dem
Vizepräsident in Petra Pau||123|
Rainer Kraft|AfD|124|[Ministerium] Kann Ihr Ministerium also ausschließen
Thomas Bareiß||125|
Vizepräsident in Petra Pau||126|
Stephan Brandner|AfD|127|[Faserwerkstoffen] Verbund oder Faserwerkstoffen bestehen etwa
Thomas Bareiß||128|
Vizepräsident in Petra Pau||129|[Staatssekretär] Bitte Herr Staatssekretär
Thomas Bareiß||130|[Präsidentin] Dank Frau Präsidentin – Frau
Vizepräsident in Petra Pau||131|
Sylvia Kotting-Uhl|BÜNDNIS 90/DIE GRÜNEN|132|[Präsidentin] schön Frau Präsidentin – Herr; [Staatssekretär] – Herr Staatssekretär ich war
Thomas Bareiß||133|
Vizepräsident in Petra Pau||134|
Sylvia Kotting-Uhl|BÜNDNIS 90/DIE GRÜNEN|135|[Ministerium] ja Ihr Ministerium mehrfach angeschrieben; [Ministerium] – Ihr Ministerium oder die
Thomas Bareiß||136|
Vizepräsident in Petra Pau||137|
Stephan Brandner|AfD|138|
Thomas Bareiß||139|[Energieträger] durch gewisse Energieträger aussteigen wollen
Vizepräsident in Petra Pau||140|
Ralph Lenkert|DIE LINKE|141|[Präsidentin] Dank Frau Präsidentin – Herr; [Staatssekretär] – Herr Staatssekretär in jedem; [Betreiber] dass die Betreiber von Atomkraftwerken; [Betreiber] und jeder Betreiber einer Chemieanlage; [Atomkraftbetreiber] auch für Atomkraftbetreiber egal in
Thomas Bareiß||142|
Vizepräsident in Petra Pau||143|[Staatssekretärinnen] für antwortende Staatssekretärinnen und Staatssekretäre; [Staatssekretäre] Staatssekretärinnen und Staatssekretäre sei mir
Rainer Kraft|AfD|144|
Thomas Bareiß||145|
Vizepräsident in Petra Pau||146|[Staatssekretär] Wort Herr Staatssekretär
Thomas Bareiß||147|[Präsidentin] Dank Frau Präsidentin – Frau
Vizepräsidentin Petra Pau||148|
Julia Verlinden|BÜNDNIS 90/DIE GRÜNEN|149|[Präsidentin] Dank Frau Präsidentin – Herr; [Staatssekretär] – Herr Staatssekretär habe ich
Thomas Bareiß||150|
Vizepräsident in Petra Pau||151|
Julia Verlinden|BÜNDNIS 90/DIE GRÜNEN|152|[Präsidentin] Dank Frau Präsidentin – Herr; [Staatssekretär] – Herr Staatssekretär die Koalitionsfraktionen; [Kollegen] mit den Kollegen aus den
Thomas Bareiß||153|[Berichterstatter] ich noch Berichterstatter für diesen; [Energiepolitikern] auch den Energiepolitikern Ich hoffe
Vizepräsident in Petra Pau||154|
Thomas Bareiß||155|
Vizepräsident in Petra Pau||156|[MonitoringProzess] Expertenkommission zum MonitoringProzess „Energie der; [MonitoringBericht] Stellungnahme zum MonitoringBericht Energiewende festgestellt; [Staatssekretär] Bitte Herr Staatssekretär
Thomas Bareiß||157|[Präsidentin] Dank Frau Präsidentin – Werte; [MonitoringBericht] zum 8 MonitoringBericht bezieht sich
Vizepräsident in Petra Pau||158|
Julia Verlinden|BÜNDNIS 90/DIE GRÜNEN|159|[Präsidentin] Dank Frau Präsidentin – Herr; [Staatssekretär] – Herr Staatssekretär Sie –; [MonitoringBericht] oder Ihr MonitoringBericht jetzt gesagt
Thomas Bareiß||160|
Vizepräsident in Petra Pau||161|
Julia Verlinden|BÜNDNIS 90/DIE GRÜNEN|162|[Präsidentin] Dank Frau Präsidentin – Herr; [Staatssekretär] – Herr Staatssekretär Sie haben
Thomas Bareiß||163|
Vizepräsident in Petra Pau||164|
Rainer Kraft|AfD|165|[MonitoringBericht] zu Ihrem MonitoringBericht Es stellt; [Ministerium] für Ihr Ministerium oder die
Thomas Bareiß||166|
Vizepräsident in Petra Pau||167|
Lorenz Gösta Beutin|DIE LINKE|168|
Thomas Bareiß||169|
Vizepräsident in Petra Pau||170|
Katharina Dröge|BÜNDNIS 90/DIE GRÜNEN|171|
Thomas Bareiß||172|[Häuser] heute die Häuser so gebaut; [Vermieter] für den Vermieter sondern auch; [Vermieter] mitmachen die Vermieter mitmachen dass
Vizepräsident in Petra Pau||173|[Kollegin] 12 der Kollegin Annalena Baerbock; [Kollegen] 13 des Kollegen Dr André; [Staatssekretär] Bitte Herr Staatssekretär
Thomas Bareiß||174|[Präsidentin] Frau Präsidentin herzlichen Dank
Vizepräsident in Petra Pau||175|
Dirk Spaniel|AfD|176|[Präsidentin] Dank Frau Präsidentin Vielen Dank; [Staatssekretär] Dank Herr Staatssekretär – Das
Thomas Bareiß||177|
Vizepräsident in Petra Pau||178|
Dirk Spaniel|AfD|179|[Staatssekretär] – Herr Staatssekretär das heißt
Thomas Bareiß||180|
Dirk Spaniel|AfD|181|
Thomas Bareiß||182|
Dirk Spaniel|AfD|183|
Vizepräsident in Petra Pau||184|
Dirk Spaniel|AfD|185|
Thomas Bareiß||186|[Weltmarktführer] wieder mit Weltmarktführer zu werden
Vizepräsident in Petra Pau||187|
Rainer Kraft|AfD|188|
Thomas Bareiß||189|
Vizepräsident in Petra Pau||190|[Schreiber] Abgeordneten EvaMaria Schreiber soll schriftlich; [Staatssekretär] Bitte Herr Staatssekretär
Thomas Bareiß||191|[Präsidentin] Dank Frau Präsidentin – Zur
Vizepräsident in Petra Pau||192|
Manuela Rottmann|BÜNDNIS 90/DIE GRÜNEN|193|
Thomas Bareiß||194|
Vizepräsident in Petra Pau||195|
Manuela Rottmann|BÜNDNIS 90/DIE GRÜNEN|196|
Thomas Bareiß||197|
Vizepräsident in Petra Pau||198|
Katharina Dröge|BÜNDNIS 90/DIE GRÜNEN|199|[Staatssekretär] Herr Staatssekretär Sie haben; [Friseurinnen] und der Friseurinnen und Friseure; [Friseure] Friseurinnen und Friseure Welche Hilfen
Thomas Bareiß||200|[Friseuren] Gespräch mit Friseuren aus ganz
Vizepräsident in Petra Pau||201|[Staatssekretär] Ihnen Herr Staatssekretär Wir sind; [Staatssekretärin] die Parlamentarische Staatssekretärin Kerstin Griese; [Zimmermann] Abgeordneten Sabine Zimmermann sollen ebenfalls
Kerstin Griese||202|[Präsidentin] Dank Frau Präsidentin – Frau; [Diakonie] Kommissionen der Diakonie und der
Vizepräsidentin Petra Pau||203|
Kordula Schulz-Asche|BÜNDNIS 90/DIE GRÜNEN|204|
Kerstin Griese||205|
Vizepräsident in Petra Pau||206|
Kordula Schulz-Asche|BÜNDNIS 90/DIE GRÜNEN|207|
Kerstin Griese||208|
Vizepräsidentin Petra Pau||209|
Rainer Kraft|AfD|210|[Kollegin] was die Kollegin gefragt hat
Kerstin Griese||211|
Vizepräsident in Petra Pau||212|
Kirsten Kappert-Gonther|BÜNDNIS 90/DIE GRÜNEN|213|[Präsidentin] Dank Frau Präsidentin dass Sie; [Staatssekretärin] – Frau Staatssekretärin die aktuelle
Kerstin Griese||214|[Diakonie] und der Diakonie dazu verhalten
Vizepräsident in Petra Pau||215|[Staatssekretärin] Danke Frau Staatssekretärin danke an; [Kolleginnen] alle fragenden Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen – Wir
Präsident Dr. Wolfgang Schäuble||216|[Kollege] hat der Kollege Manuel Sarrazin
Manuel Sarrazin|BÜNDNIS 90/DIE GRÜNEN|217|[Präsidentin] – Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Am Dienstag; [Staatsbürger] als russische Staatsbürger zu ergreifen; [Staatsbürgern] ihren eigenen Staatsbürgern führen Wer; [Kolleginnen] werden Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen wir können; [Kolleginnen] können liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen uns jetzt
Vizepräsident in Petra Pau||218|
Britta Haßelmann|BÜNDNIS 90/DIE GRÜNEN|219|[Präsidentin] Dank Frau Präsidentin dass ich; [Minister] Fraktion den Minister für Finanzen; [Finanzminister] Scholz als Finanzminister anwesend sein; [Minister] hat einen Minister in Ausschüsse
Vizepräsident in Petra Pau||220|[Minister] der gewünschte Minister ist Insofern; [Kollegin] Moment warten Kollegin Haßelmann könnten; [Kollege] Debatte Der Kollege Michael Brand; [Kollege] gelöst Bitte Kollege Brand Sie
Michael Brand|CDU/CSU|221|[Präsidentin] Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Natürlich müssen; [Kritiker] auf seinen Kritiker Nawalny Zu; [Agenten“] als „ausländische Agenten“ eingestuft NGOs; [Außenminister] sich vom Außenminister in Russland; [Agenten] Gruppe von Agenten die Putin; [Präsident] neue amerikanische Präsident Joe Biden; [Kolleginnen] Deswegen liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen darf man; [SPDKoalitionspartner] Ihnen dem SPDKoalitionspartner auch nicht
Vizepräsident in Petra Pau||222|[Bundesfinanzminister] Der Herr Bundesfinanzminister befindet sich; [Ministerpräsidentenkonferenz] in der Ministerpräsidentenkonferenz Und es; [Finanzminister] den Herrn Finanzminister hierherzuzitieren Darüber; [Sitzungsvorstand] dagegen Der Sitzungsvorstand ist sich
Vizepräsident in Dagmar Ziegler||223|[Kolleginnen] Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen die unterbrochene; [Bundesfinanzminister] fortgesetzt Der Bundesfinanzminister ist anwesend
Alexander Gauland|AfD|224|[Präsidentin] Frau Präsidentin Meine Damen
Vizepräsident in Dagmar Ziegler||225|[Bundesminister] geht an Bundesminister Heiko Maas
Heiko Maas||226|[Präsidentin] geehrte Frau Präsidentin Meine sehr; [Vizekanzler] Haßelmann den Vizekanzler aus der; [Ministerpräsidentenkonferenz] aus der Ministerpräsidentenkonferenz zu Corona; [Ministerpräsident] damals stellvertretender Ministerpräsident in SchleswigHolstein; [Agentenhandbuch] einem alten Agentenhandbuch klingt ist; [Ministerkomitees] Vorsitzender des Ministerkomitees des Europarates; [Außenministern] 15 weiteren Außenministern und Außenministerinnen
Vizepräsident in Dagmar Ziegler||227|
Alexander Graf Lambsdorff|FDP|228|[Präsidentin] Frau Präsidentin Meine Damen; [Klimapolitiker] ist als Klimapolitiker durchaus bekannt; [Finanzminister] lang den Finanzminister beschimpfen aber; [Literatur] Musik und Literatur ich bin; [Bundesaußenminister] aus den Bundesaußenminister kritisiere wenn; [Staatsminister] Amt insbesondere Staatsminister Roth für; [Warschauer] sagen der Warschauer Pakt wurde; [Warschauer] haben Der Warschauer Pakt wurde; [Soldaten] immer wieder Soldaten auf dem; [Staatsminister] spaltet – Staatsminister Roth hat
Vizepräsident in Dagmar Ziegler||229|
Gregor Gysi|DIE LINKE|230|[Präsidentin] Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen An Nawalny; [Journalisten] eines kritischen Journalisten übernommen Keine; [Bundespräsident] durch Annäherung Bundespräsident Steinmeier Kanzlerin; [Steinmeier] Annäherung Bundespräsident Steinmeier Kanzlerin Merkel; [Kanzlerin] Bundespräsident Steinmeier Kanzlerin Merkel und; [Ministerpräsidentin] Merkel und Ministerpräsidentin Schwesig haben
Vizepräsidentin Dagmar Ziegler||231|
Elisabeth Motschmann|CDU/CSU|232|[Präsidentin] Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Ein persönliches; [Literatur] liebe die Literatur Meine Großmutter; [Präsidenten] einen besseren Präsidenten verdient als; [Kolleginnen] Nein liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen das ist; [Kollegen] das liebe Kollegen darf es
Vizepräsidentin Dagmar Ziegler||233|
