Speaker|Party|Speech ID|Gendered Terms
Armin-Paulus Hampel|AfD|234|[Präsidentin] – Frau Präsidentin Meine Damen; [Übersetzer] letzten verbliebenen Übersetzer gesehen zu; [Präsidenten] den russischen Präsidenten eine Messlatte; [Wissenschaftler] einem iranischen Wissenschaftler zu sanktionieren; [Journalisten] einem saudischen Journalisten in der; [Kanzlerin] fand anzuprangern Kanzlerin wie Außenminister; [Außenminister] Kanzlerin wie Außenminister messen hier; [Kollege] früher – Kollege Gysi hat; [Präsident] der russische Präsident für sein
Vizepräsidentin Dagmar Ziegler||235|
Nils Schmid|SPD|236|[Präsidentin] Frau Präsidentin Meine verehrten; [Kollege] Belgien lieber Kollege Gysi oder; [Präsident] Pandemie hat Präsident Putin –; [Bundesaußenminister] und der Bundesaußenminister Heiko Maas; [Präsidentschaft] Umfeld der Präsidentschaft konzentrieren auf; [Außenminister] will den Außenminister und die
Vizepräsidentin Dagmar Ziegler||237|
Oliver Krischer|BÜNDNIS 90/DIE GRÜNEN|238|[Präsidentin] Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Ja hier; [Klimapolitiker] spricht ein Klimapolitiker zu Ihnen; [Außenpolitiker] der sich Außenpolitiker nennt und; [Außenminister] beim Herrn Außenminister Ich will; [Minister] Mehrheit einen Minister herbeizitieren kann; [Außenminister] Majestätsbeleidigung Herr Außenminister und ich
Vizepräsidentin Dagmar Ziegler||239|
Thomas Erndl|CDU/CSU|240|[Präsidentin] Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Lassen Sie; [Tausender] Die Inhaftierung Tausender die sich; [Zehntausender] Das Niederknüppeln Zehntausender Demonstranten hat; [Kolleginnen] es Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen uns kann
Vizepräsidentin Dagmar Ziegler||241|
Johannes Schraps|SPD|242|[Präsidentin] Verehrte Frau Präsidentin Sehr geehrte; [Kolleginnen] Sehr geehrte Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Es ist; [Kollegen] Rede des Kollegen Krischer gerade; [Außenminister] das hat Außenminister Heiko Maas; [Außenminister] dem russischen Außenminister Lawrow ist; [Agent] Nawalny ein Agent des Westens; [Kolleginnen] Innenpolitik verehrte Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Doch deshalb; [Kollegen] Ebene von Kollegen wie Frank; [Kolleginnen] Russland“ verehrte Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen das müssen; [Agenten“] „gegen ausländische Agenten“ auch macht; [Kolleginnen] einstellen verehrte Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Ich bedanke
Vizepräsidentin Dagmar Ziegler||243|
Matern von Marschall|CDU/CSU|244|[Präsidentin] – Frau Präsidentin Kolleginnen und; [Kolleginnen] Frau Präsidentin Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Ich glaube; [Außenminister] noch Herr Außenminister Wir sollten; [Kollegen] auch dem Kollegen Schwabe der; [Ministerkomitee] Versammlung und Ministerkomitee gefunden haben; [Kollege] dessen Ausgestaltung Kollege Schwabe ja; [Berichterstattung] in der Berichterstattung schon skizziert; [Außenminister] aufrechterhalten Herr Außenminister vielen Dank
Vizepräsidentin Dagmar Ziegler||245|
Frank Schwabe|SPD|246|[Präsidentin] Frau Präsidentin Verehrte Damen; [Botschafter] der russische Botschafter sitzt und; [Koalitionspartner] beim geschätzten Koalitionspartner ein paar; [Finanzminister] nicht von Finanzminister Olaf Scholz; [Außenminister] danke dem Außenminister der darauf; [Kolleginnen] ja auch Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen den Außenminister; [Außenminister] Kollegen den Außenminister aufgefordert auf; [Generalsekretärin] es die Generalsekretärin da gibt; [Monitoringmissionen] gibt es Monitoringmissionen Ich selber
Vizepräsidentin Dagmar Ziegler||247|
Präsident Dr. Wolfgang Schäuble||248|[Springer] Abgeordneten René Springer Siegbert Droese; [Kolleginnen] – Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen der CDUCSUFraktion; [Springer] an René Springer von der
René Springer|AfD|249|[Präsidentin] Frau Präsidentin Meine sehr; [HartzIVBezieher] 117 000 HartzIVBezieher Auf drei; [Sozialleistungsempfänger] also ein Sozialleistungsempfänger Aber es; [Arbeiter] der deutsche Arbeiter Die Konsequenz; [Arbeitern] es bei Arbeitern vom Westbalkan; [Präsident] Länder Serbiens Präsident Vucic forderte; [Minister] Vucic forderte Minister Jens Spahn; [Außenminister] verlassen Selbst Außenminister Heiko Maas
Vizepräsidentin Dagmar Ziegler||250|
Marc Biadacz|CDU/CSU|251|[Präsidentin] geehrte Frau Präsidentin Meine lieben; [Kolleginnen] Meine lieben Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Die AfD; [Springer] Einfallsreichtum Herr Springer bei dem; [Kolleginnen] Zitate liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen sind fast; [Springer] schon Herr Springer was Sie; [Springer] nicht Herr Springer Was Sie; [Kolleginnen] Sie liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen der AfD; [Handwerker] was die Handwerker brauchen was; [Springer] Ihnen Herr Springer gerne mal; [Springer] wichtig Herr Springer – Es; [Springer] lieber Herr Springer und liebe; [Kolleginnen] und liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen der AfDFraktion; [Kolleginnen] Fünftens Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen es gibt; [Kolleginnen] müssen Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen der AfD; [Kolleginnen] gewechselt Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen wenn Sie
Vizepräsidentin Dagmar Ziegler||252|
Johannes Vogel|FDP|253|[Präsidentin] Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Ich finde; [Kolleginnen] Antrag liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen lassen die; [Kollegen] lassen die Kollegen von der; [Kolleginnen] lesen liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Das sollten; [Kolleginnen] so liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen von der; [Kolleginnen] vorhanden Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen es geht; [Kollege] sagen Der Kollege Biadacz hat; [Kolleginnen] durch liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen – haben; [Kolleginnen] fatal liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen von der; [Gastarbeiter] die sogenannten Gastarbeiter zur Einwanderung; [Kolleginnen] Einwanderung liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen von der
Vizepräsidentin Dagmar Ziegler||254|
Daniela Kolbe|SPD|255|[Präsidentin] geehrte Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Da der; [Arbeiter] Fähigkeiten der Arbeiter und Arbeiterinnen; [Arbeiterinnen] Arbeiter und Arbeiterinnen vom Westbalkan
Vizepräsidentin Dagmar Ziegler||256|
Ulla Jelpke|DIE LINKE|257|[Präsidentin] Frau Präsidentin Meine Damen; [Kollegin] den die Kollegin Kolbe eben
Vizepräsidentin Dagmar Ziegler||258|
Wolfgang Strengmann-Kuhn|BÜNDNIS 90/DIE GRÜNEN|259|[Präsidentin] Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Der Antrag; [Kollegen] Rede des Kollegen Springer sagen; [Springer] des Kollegen Springer sagen –; [Kolleginnen] haben die Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen aus den; [Ökonomie] und von Ökonomie haben Sie
Vizepräsidentin Dagmar Ziegler||260|
Max Straubinger|CDU/CSU|261|[Präsidentin] Frau Präsidentin Werte Kolleginnen; [Kolleginnen] Präsidentin Werte Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Wir behandeln; [Kollegen] weil den Kollegen der AfD; [Staatsangehörigen] die schweizerischen Staatsangehörigen werden bevorzugt; [Springer] müssen Herr Springer Aber es; [Kollege] gelesen Der Kollege Biadacz hat; [Facharbeiter] also ein Facharbeiter aus dem; [Facharbeiterentlohnung] die entsprechende Facharbeiterentlohnung erhält und; [Serbe] mal – Serbe KosovoAlbaner also; [Gastronomie] steht die Gastronomie Ich kenne; [Gastronomieinhaber] kenne verzweifelte Gastronomieinhaber und ‑betreiber; [Springer] es Herr Springer nicht angeht; [Landwirtschaft] in der Landwirtschaft wieder Zugang
Vizepräsidentin Dagmar Ziegler||262|
Bernd Rützel|SPD|263|[Präsidentin] geehrte Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen Liebe Kollegen; [Kollegen] Kolleginnen Liebe Kollegen Unser Land; [Vorrednern] von vielen Vorrednern erklärt worden; [Gastronomiebetrieben] in den Gastronomiebetrieben in den
Vizepräsidentin Dagmar Ziegler||264|
Präsident Dr. Wolfgang Schäuble||265|
Michael Theurer|FDP|266|[Präsidentin] geehrte Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Meine sehr; [Ministerpräsidentinnen] wenn die Ministerpräsidentinnen und Ministerpräsidenten; [Ministerpräsidenten] Ministerpräsidentinnen und Ministerpräsidenten mit der; [Kanzlerin] mit der Kanzlerin um die; [Friseure] Viele Mittelständler Friseure Handwerksbetriebe Gaststätten; [Einzelhändler] Gaststätten und Einzelhändler haben sich; [Präsidentin] ein Frau Präsidentin ich komme
Vizepräsidentin Claudia Roth||267|[Kolleginnen] Abend liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Wir machen
Rudolf Henke|CDU/CSU|268|[Präsidentin] Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Meine Damen; [Bundeskanzlerin] Konferenz der Bundeskanzlerin mit den; [Ministerpräsidenten] mit den Ministerpräsidenten diskutiert wird
Vizepräsidentin Claudia Roth||269|
Detlev Spangenberg|AfD|270|[Präsidentin] Frau Präsidentin Sehr geehrte; [Virologe] Hygienemaßnahmen Der Virologe Professor Stöhr; [Professor] Der Virologe Professor Stöhr macht; [Krankenhäuser] Überlastung der Krankenhäuser hat es; [Professor] und Herren Professor Schrappe Uni; [Gastronomie] für die Gastronomie schon mal; [Generaldirektorin] Januar die Generaldirektorin der EU; [Kanzlerin] Bekenntnis der Kanzlerin zur Wissenschaft; [Wissenschaftler] Linientreue für Wissenschaftler und Mediziner; [Mediziner] Wissenschaftler und Mediziner zur Maßgabe
Vizepräsidentin Claudia Roth||271|
Heike Baehrens|SPD|272|[Präsidentin] geehrte Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Wir alle; [Ministerpräsident] Der grüne Ministerpräsident Kretschmann plädierte
Vizepräsidentin Claudia Roth||273|
Achim Kessler|DIE LINKE|274|[Präsidentin] Geschätzte Frau Präsidentin Sehr geehrte; [Bundeskanzlerin] dass die Bundeskanzlerin erst morgen; [Ministerpräsidentinnen] mit den Ministerpräsidentinnen und Ministerpräsidenten; [Ministerpräsidenten] Ministerpräsidentinnen und Ministerpräsidenten weitreichende Entscheidungen; [Kolleginnen] Schutz der Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen in den
Vizepräsidentin Claudia Roth||275|
Janosch Dahmen|BÜNDNIS 90/DIE GRÜNEN|276|[Präsidentin] geehrte Frau Präsidentin Werte Kolleginnen; [Kolleginnen] Präsidentin Werte Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Wir befinden; [Kolleginnen] Aber werte Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Opposition ist; [Mediziner] ich als Mediziner kann Ihnen; [Friseuren] Türen von Friseuren oder anderen; [Kolleginnen] Denn liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen wer sich
Vizepräsidentin Claudia Roth||277|
Stephan Pilsinger|CDU/CSU|278|[Präsidentin] Frau Präsidentin Meine Damen
Vizepräsidentin Claudia Roth||279|[Kollege] Herr Kollege erlauben Sie
Stephan Pilsinger|CDU/CSU|280|
Vizepräsidentin Claudia Roth||281|[MüllerRosentritt] von Herrn MüllerRosentritt FDP erlauben
Stephan Pilsinger|CDU/CSU|282|
Vizepräsidentin Claudia Roth||283|
Stephan Pilsinger|CDU/CSU|284|
Vizepräsidentin Claudia Roth||285|[Kollege] hat der Kollege Dr Dehm
Diether Dehm|DIE LINKE|286|[Professor] des MaxPlanckInstituts Professor Wolfgang Streeck
Vizepräsidentin Claudia Roth||287|[Kollege] So Herr Kollege jetzt sind
Diether Dehm|DIE LINKE|288|
Vizepräsidentin Claudia Roth||289|[MüllerRosentritt] Kurzintervention Herr MüllerRosentritt – Moment; [MüllerRosentritt] sagen „Herr MüllerRosentritt hat jetzt; [MüllerRosentritt] So Herr MüllerRosentritt
Frank Müller-Rosentritt|FDP|290|[Präsidentin] Dank Frau Präsidentin – Sehr; [Kollege] geehrter Herr Kollege man kann
Vizepräsidentin Claudia Roth||291|[MüllerRosentritt] Dank Herr MüllerRosentritt – Herr
Stephan Pilsinger|CDU/CSU|292|[Kollege] Herr Kollege Dehm ich; [Hausarzt] habe als Hausarzt gearbeitet Und
Vizepräsidentin Claudia Roth||293|
Stephan Pilsinger|CDU/CSU|294|[Kollege] sagen Herr Kollege Dehm ich; [Kollegen] mal Ihre Kollegen fragen würden
Vizepräsidentin Claudia Roth||295|[MüllerRosentritt] Zu Herrn MüllerRosentritt
Stephan Pilsinger|CDU/CSU|296|[MüllerRosentritt] Herr MüllerRosentritt ich weiß; [Kollege] – der Kollege Altmaier hat; [Unternehmer] glaube keinem Unternehmer ist geholfen; [Professorin] 10 wie Professorin Brinkmann gesagt
Vizepräsidentin Claudia Roth||297|[Kollege] Dank Herr Kollege Pilsinger –
Erwin Rüddel|CDU/CSU|298|[Präsidentin] geehrte Frau Präsidentin Meine Damen; [Kanzleramt] nebenan im Kanzleramt wird ebenfalls; [Minister] uns der Minister seit dem; [Minister] mit dem Minister über den; [Hausärzte] Ostern die Hausärzte in den
Vizepräsidentin Claudia Roth||299|
Präsident Dr. Wolfgang Schäuble||300|
