Speaker|Party|Speech ID|Gendered Terms
Ralph Brinkhaus|CDU/CSU|11|[Präsident] Herr Präsident Meine Damen; [Kolleginnen] haben liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen – Meine; [Kolleginnen] veranstalten liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Wir sind; [Kolleginnen] wird liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Und für; [Ministerpräsidentenkonferenz] in der Ministerpräsidentenkonferenz entsprechend weitergeführt; [Kolleginnen] richtig liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Deswegen ist; [Bundeskanzlerin] kommen Die Bundeskanzlerin hat es; [Kolleginnen] sind liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen und auch; [Ministerpräsidenten] nicht dass Ministerpräsidenten dass das; [Kolleginnen] kann liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Das gehört; [Monitoringstelle] brauchen eine Monitoringstelle wo die; [Mitarbeiterinnen] Bezahlung der Mitarbeiterinnen und Mitarbeiter; [Mitarbeiter] Mitarbeiterinnen und Mitarbeiter in den; [Kolleginnen] Impfen liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen möchte ich; [Kolleginnen] reden Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen es gibt; [Kolleginnen] meine lieben Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen eines machen
Präsident Dr. Wolfgang Schäuble||12|
Dietmar Bartsch|DIE LINKE|13|[Präsident] Herr Präsident Meine Damen; [Zuschauer] Zuschauerinnen und Zuschauer Frau Bundeskanzlerin; [Bundeskanzlerin] Zuschauer Frau Bundeskanzlerin es mag; [Ministerpräsidentenrunde] nach einer Ministerpräsidentenrunde debattieren und; [Bundeskanzlerin] dazu Frau Bundeskanzlerin Sie sind; [Bundeskanzlerin] Auch einer Bundeskanzlerin steht ein; [Bundeskanzlerin] Herren Frau Bundeskanzlerin Sie haben; [Pandemieweltmeister] schiefgelaufen Vom Pandemieweltmeister im Frühjahr; [Bundeskanzlerin] abgeschlagen Frau Bundeskanzlerin Deutschland hatte; [Ministerin] eine frühere Ministerin damit beauftragt; [Beraterskandal] nach dem Beraterskandal im Verteidigungsministerium; [Hausärzten] bei den Hausärzten jetzt die; [Mutationstreiber] und ein Mutationstreiber Corona kann; [Erziehungswissenschaftlerinnen] Wie viel Erziehungswissenschaftlerinnen und Erziehungswissenschaftler; [Erziehungswissenschaftler] Erziehungswissenschaftlerinnen und Erziehungswissenschaftler waren eigentlich; [Pfleger] Ärzte und Pfleger da kann; [Unternehmer] Sie einmal Unternehmer und Handwerker; [Handwerker] Unternehmer und Handwerker wie es; [Augenarzt] einmal zum Augenarzt gehen meine; [Unternehmerlohn] Selbstständigengeld keinen Unternehmerlohn Den Großen
Präsident Dr. Wolfgang Schäuble||14|
Katrin Göring-Eckardt|BÜNDNIS 90/DIE GRÜNEN|15|[Präsident] geehrter Herr Präsident Liebe Kolleginnen; [Kolleginnen] Präsident Liebe Kolleginnen Liebe Kollegen; [Kollegen] Kolleginnen Liebe Kollegen Liebe Frau; [Bundeskanzlerin] Liebe Frau Bundeskanzlerin Es war; [Friseuren] mit den Friseuren lachen Ich; [Friseurinnen] auch den Friseurinnen die Einnahmen; [Autorität] wenn die Autorität eben nicht; [Kolleginnen] Sie meine Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen von Union; [Künstlerinnen] Soloselbstständige für Künstlerinnen und Künstler; [Künstler] Künstlerinnen und Künstler dass sie; [Wirtschaftsminister] Herschieben zwischen Wirtschaftsminister und Finanzminister; [Finanzminister] Wirtschaftsminister und Finanzminister Ich verstehe; [Unternehmerlohn] nicht beim Unternehmerlohn mitmacht Geben; [Erzieherinnen] für die Erzieherinnen und für; [Lehrerinnen] für die Lehrerinnen herrscht Herr; [Friseure] auf die Friseure einigt bitte; [Erzieherinnen] Kitas für Erzieherinnen auch tatsächlich; [Bundeskanzlerin] bemerkenswert Frau Bundeskanzlerin dass Sie; [Ingenieurin] „Ich will Ingenieurin oder Ärztin; [Ärztin] Ingenieurin oder Ärztin werden“ oder; [Künstlerinnen] wären Die Künstlerinnen und Künstler; [Künstler] Künstlerinnen und Künstler könnten am
Präsident Dr. Wolfgang Schäuble||16|[Kollegin] ist die Kollegin Bärbel Bas
Bärbel Bas|SPD|17|[Präsident] Herr Präsident Meine Damen; [Kolleginnen] Herren Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Ein Jahr; [Kontaktermittlung] geht die Kontaktermittlung nutzen datenschutzgerecht; [Kanzlerin] Veranstaltung der Kanzlerin mit den; [Ministerpräsidenten] mit den Ministerpräsidenten gestern eine; [Friseure] Bereich der Friseure – für; [Lehrerinnen] Schüler für Lehrerinnen und Lehrer; [Lehrer] Lehrerinnen und Lehrer dass das
Präsident Dr. Wolfgang Schäuble||18|[Kollege] ist der Kollege Sebastian Münzenmaier
Sebastian Münzenmaier|AfD|19|[Präsident] geehrter Herr Präsident Meine Damen; [Kanzlerin] Umfeld der Kanzlerin nicht erwünscht; [Hofwissenschaftler] Haus und Hofwissenschaftler wie Drosten; [Bundeskanzlerin] liebe Frau Bundeskanzlerin wenn wir; [Wissenschaftler] zahlreiche namhafte Wissenschaftler und Virologen; [Virologen] Wissenschaftler und Virologen die in; [Ministerpräsidentenstammtisch] mit ihrem Ministerpräsidentenstammtisch im Kanzleramt; [Kanzleramt] Ministerpräsidentenstammtisch im Kanzleramt Und während; [Bundeskanzlerin] liebe Frau Bundeskanzlerin die Zukunft; [Künstlern] von Selbstständigen Künstlern und Freiberuflern; [Bundeskanzlerin] Liebe Frau Bundeskanzlerin was Sie; [Dirigent] kennt Der Dirigent des Panikorchesters; [Kanzlerin] Wendehälsen diese Kanzlerin stützt und
Präsident Dr. Wolfgang Schäuble||20|
Alexander Dobrindt|CDU/CSU|21|[Kolleginnen] Herren Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Ja in; [Friseure] ob das Friseure Einzelhändler oder; [Einzelhändler] das Friseure Einzelhändler oder andere
Präsident Dr. Wolfgang Schäuble||22|[Kollege] Herr Kollege Dobrindt gestatten
Alexander Dobrindt|CDU/CSU|23|
Präsident Dr. Wolfgang Schäuble||24|
Alexander Dobrindt|CDU/CSU|25|[Finanzminister] an den Finanzminister Wir erwarten; [Bundesfinanzminister] Medikamentenversorgung Herr Bundesfinanzminister Sie haben
Präsident Dr. Wolfgang Schäuble||26|[Kollegin] ist die Kollegin Nadine Schön
Nadine Schön|CDU/CSU|27|[Präsident] geehrter Herr Präsident Liebe Kolleginnen; [Kolleginnen] Präsident Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Noch nie; [Kolleginnen] auch ihren Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen verpflichtet oder; [Lehrerinnen] Berufen als Lehrerinnen als Lehrer; [Lehrer] Lehrerinnen als Lehrer als Pflegekräfte; [Lehrerinnen] an die Lehrerinnen und Lehrer; [Lehrer] Lehrerinnen und Lehrer Was sie; [Kolleginnen] Deshalb liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Es ist
Präsident Dr. Wolfgang Schäuble||28|[Kollegin] Wort der Kollegin Lisa Badum
Lisa Badum|BÜNDNIS 90/DIE GRÜNEN|29|[Präsident] Dank Herr Präsident – Ich; [Kollegen] auf den Kollegen Dobrindt beziehen
Präsident Dr. Wolfgang Schäuble||30|
Lisa Badum|BÜNDNIS 90/DIE GRÜNEN|31|[Kollegen] gern zum Kollegen Dobrindt sprechen; [Brauereigaststätten] – ausgerechnet Brauereigaststätten Ihr einziges; [Brauereigaststätten] stellen die Brauereigaststätten mit anderen
Präsident Dr. Wolfgang Schäuble||32|[Kollege] Herr Kollege Dobrindt möchten
Alexander Dobrindt|CDU/CSU|33|[Kollegin] geehrte Frau Kollegin Badum es; [Brauereien] sich für Brauereien einsetzen Ich; [Brauereigaststätten] Behandlung von Brauereigaststätten kommt Damit
Präsident Dr. Wolfgang Schäuble||34|[Kollegin] Wort die Kollegin Sabine Dittmar
Sabine Dittmar|SPD|35|[Präsident] geehrter Herr Präsident Liebe Kolleginnen; [Kolleginnen] Präsident Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Meine Damen; [Kanzlerin] es der Kanzlerin und den; [Ländervertretern] und den Ländervertretern nicht gelungen; [Gastronomie] Unternehmen der Gastronomie den Kulturschaffenden; [Kollegen] Bürger verehrte Kollegen wir haben
Präsident Dr. Wolfgang Schäuble||36|[Kollege] ist der Kollege Andreas Jung
Andreas Jung|CDU/CSU|37|[Präsident] Herr Präsident Liebe Kolleginnen; [Kolleginnen] Präsident Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Der Bundestag; [Kanzlerin] leichtfertig Die Kanzlerin hat gesagt; [Erzieherinnen] ändern dass Erzieherinnen und Erzieher; [Erzieher] Erzieherinnen und Erzieher dass Grundschullehrerinnen; [Grundschullehrerinnen] Erzieher dass Grundschullehrerinnen und Grundschullehrer; [Grundschullehrer] Grundschullehrerinnen und Grundschullehrer eine höhere
Vizepräsident Wolfgang Kubicki||38|[Kollege] Herr Kollege erlauben Sie; [Kollegen] Zwischenfrage des Kollegen Fricke FDPFraktion
Andreas Jung|CDU/CSU|39|
Otto Fricke|FDP|40|[Kollege] Herr Kollege Jung zum
Andreas Jung|CDU/CSU|41|[Fraktionsvorsitzender] den Ihr Fraktionsvorsitzender vorhin vergessen; [Kollegen] mit dem Kollegen Rolf Mützenich
Vizepräsident Wolfgang Kubicki||42|[Kollege] Dank Herr Kollege – Letzte; [Kollegin] ist die Kollegin Gitta Connemann
Gitta Connemann|CDU/CSU|43|[Präsident] Herr Präsident Meine Damen; [Künstler] Der frierende Künstler unterm Dach; [Künstlerinnen] Realität Denn Künstlerinnen und Künstler; [Künstler] Künstlerinnen und Künstler haben vor; [Künstler] um unsere Künstler es geht; [Künstler] Deswegen verdienen Künstler Hilfen und; [Literatur] Theater Tanz Literatur Buchhandlungen Bibliotheken; [Künstlerinnen] Zukunft für Künstlerinnen und Künstler; [Künstler] Künstlerinnen und Künstler Das bedeutet; [Übungsleiter] oder als Übungsleiter Mit kreativen
Vizepräsident Wolfgang Kubicki||44|[Kollegin] Dank Frau Kollegin Connemann –
Präsident Dr. Wolfgang Schäuble||45|[Kolleginnen] vorzunehmen liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Ich eröffne; [Kollegen] Redner dem Kollegen Peter Boehringer
Peter Boehringer|AfD|46|[Präsident] Herr Präsident Verehrte Kolleginnen; [Kolleginnen] Präsident Verehrte Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Rechtsverstöße werden; [Nachredner] Vorwürfe der Nachredner vorwegzunehmen Das; [Minister] so kann Minister Scholz die; [Kanzleramt] hat das Kanzleramt gefordert auch; [Kanzleramtsminister] Ende war Kanzleramtsminister Braun einfach; [Kollegen] Sie liebe Kollegen das anders
Vizepräsident Wolfgang Kubicki||47|[Kollege] Dank Herr Kollege Boehringer –; [Kollege] ist der Kollege Eckhardt Rehberg
Eckhardt Rehberg|CDU/CSU|48|[Präsident] Herr Präsident Liebe Kolleginnen; [Kolleginnen] Präsident Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Eine gesundheitliche; [Kollege] nicht gegeben Kollege Boehringer weil; [Zuschauer] 80 000 Zuschauer bei Borussia; [Kolleginnen] geben Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen gestern im; [Kolleginnen] ist Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen was soll; [Bundesfinanzminister] gezogen Der Bundesfinanzminister beispielsweise zieht; [Kollege] Zinsminderausgaben – Kollege Lindner von; [Kolleginnen] aufkommen Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen ich finde; [Kolleginnen] Bund liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen hat ein; [Kolleginnen] weg Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen was bewirkt; [Normalbürger] eigentlich beim Normalbürger Was denkt; [Normalbürger] denkt der Normalbürger Was denkt; [Bürgermeister] denkt der Bürgermeister Was denkt; [Kolleginnen] – Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen ich glaube; [Haushälter] sein als Haushälter nachzufragen Sind
Vizepräsident Wolfgang Kubicki||49|[Kollege] Wort der Kollege Otto Fricke
Otto Fricke|FDP|50|[Präsident] diensthabender Herr Präsident Meine lieben; [Kolleginnen] Meine lieben Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Eigentlich könnte; [Kollege] sagen Der Kollege Rehberg hat; [Kollege] Spricht der Kollege Rehberg für; [Kollege] hat der Kollege Rehberg nicht; [Haushälter] auch viele Haushälter haben An; [Präsidenten] nur den Präsidenten des Bundesverfassungsgerichts; [Finanzminister] mal dem Finanzminister die Chance; [Kollege] dass der Kollege Rohde nachher; [Kanzleramtschef] weder als Kanzleramtschef noch als; [Finanzminister] noch als Finanzminister hier Anträge
Vizepräsident Wolfgang Kubicki||51|[Kollege] Dank geschätzter Kollege Otto Fricke; [Kollege] dass der Kollege Rehberg nicht; [Kollege] ist der Kollege Dennis Rohde
Dennis Rohde|SPD|52|[Präsident] – Herr Präsident Liebe Kolleginnen; [Kolleginnen] Präsident Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Wir haben; [Kolleginnen] lassen liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Ich bin; [Kollegen] bin dem Kollegen Otto Fricke; [Kolleginnen] streiten liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Ich will; [Jurastudenten] gemacht was Jurastudenten im ersten; [Kolleginnen] vor liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Was wäre; [Kolleginnen] wollen liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Nun wissen; [Beamtinnen] Stellen für Beamtinnen und Beamte; [Kolleginnen] jetzt den Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen in den; [Kollegen] müssen Die Kollegen die ihr; [Kolleginnen] nicht liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Ich habe; [Kollegen] müssen liebe Kollegen Wo kommen; [Bundesinnenminister] der heutige Bundesinnenminister habe das
Vizepräsident Wolfgang Kubicki||53|[Kollege] Herr Kollege kommen Sie
Dennis Rohde|SPD|54|
Vizepräsident Wolfgang Kubicki||55|[Kollege] Dank Herr Kollege Rohde –; [Kollegin] ist die Kollegin Dr Gesine
Gesine Lötzsch|DIE LINKE|56|[Präsident] Dank Herr Präsident – Meine; [Bundeskanzlerin] dass die Bundeskanzlerin Frau Merkel; [Kanzleramtsminister] Merkel ihren Kanzleramtsminister Helge Braun; [Kanzlerin] weder die Kanzlerin noch der; [Finanzminister] noch der Finanzminister ehrlich beantwortet; [Bundeskanzlerin] hat die Bundeskanzlerin auf meine; [Steuererhöhung] will keine Steuererhöhung sie will; [Steuererhöhungen] drei Stellschrauben Steuererhöhungen oder Sozialabbau; [Kanzlerin] Herren Die Kanzlerin ist ja; [Physikerin] Und als Physikerin weiß sie; [Vertreter] Herren Die Vertreter der Union; [Kollege] hat nämlich Kollege Rehberg –; [Verteidiger] – Die Verteidiger der Schuldenbremse; [Ökonomen] vieler renommierter Ökonomen Sie muss
Vizepräsident Wolfgang Kubicki||57|[Kollegin] Dank Frau Kollegin Dr Lötzsch; [Kollegin] ist die Kollegin Anja Hajduk
Anja Hajduk|BÜNDNIS 90/DIE GRÜNEN|58|[Präsident] geehrter Herr Präsident Meine Damen; [Kanzleramtsminister] dass der Kanzleramtsminister Helge Braun; [Bundesfinanzminister] Sie Herr Bundesfinanzminister Scholz haben
Vizepräsident Wolfgang Kubicki||59|[Kollegin] Frau Kollegin kommen Sie
Anja Hajduk|BÜNDNIS 90/DIE GRÜNEN|60|
Vizepräsident Wolfgang Kubicki||61|[Kollegin] Dank Frau Kollegin Hajduk –; [Kollegin] Wort die Kollegin Antje Tillmann
Antje Tillmann|CDU/CSU|62|[Präsident] Herr Präsident Liebe Kolleginnen; [Kolleginnen] Präsident Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Unsere Verfassung; [Wissenschaftler] über 100 Wissenschaftler diskutiert Keiner; [Präsidenten] Erlaubnis des Präsidenten hier vorlesen; [Einzelhändler] sagen dem Einzelhändler der um; [Kollege] werden Der Kollege von der; [Unternehmerinnen] damit die Unternehmerinnen und Unternehmer; [Unternehmer] Unternehmerinnen und Unternehmer auch sicher
Vizepräsident Wolfgang Kubicki||63|[Kollegin] Dank Frau Kollegin Tillmann –; [Kollege] Wort der Kollege Karsten Klein
Karsten Klein|FDP|64|[Präsident] Sehr geehrter Präsident Liebe Kolleginnen; [Kolleginnen] Präsident Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Die Schuldenbremse; [Meister] – Deutscher Meister Pokalsieger ChampionsLeagueSieger; [Kollegin] Aber Frau Kollegin Hajduk es; [Kolleginnen] doch liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen was Helge; [Kollegin] überzeugen Frau Kollegin Und man; [Kolleginnen] schön liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen dass aus; [Kolleginnen] Deshalb liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Wir sind; [Kollege] Hajduk und Kollege Rohde Sie; [Kollege] zukünftigen Generationen Kollege Rehberg hat; [Kolleginnen] Deshalb liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Wir sind
Vizepräsident Wolfgang Kubicki||65|[Kollege] Dank Herr Kollege Klein –; [Kollegin] ist die Kollegin Svenja Stadler
Svenja Stadler|SPD|66|[Ministerium] Mein Ministerium kommt wenn; [Präsident] geehrter Herr Präsident Liebe Kolleginnen; [Kolleginnen] Präsident Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Die Fraktion; [Drucker] Maus und Drucker um überhaupt
Vizepräsident Wolfgang Kubicki||67|[Kollegin] Frau Kollegin erlauben Sie; [Kollegen] Zwischenfrage des Kollegen Boehringer
Svenja Stadler|SPD|68|
Vizepräsident Wolfgang Kubicki||69|[Kollegin] Dank Frau Kollegin – Letzter; [Kollege] ist der Kollege Dr Reinhard
Reinhard Brandl|CDU/CSU|70|[Präsident] Herr Präsident Verehrte Kolleginnen; [Kolleginnen] Präsident Verehrte Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Spare in; [Kolleginnen] überwinden Meine Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen das ist; [Wissenschaftlern] all den Wissenschaftlern – sondern
Vizepräsident Wolfgang Kubicki||71|[Kollege] Dank Herr Kollege Dr Brandl
Präsident Dr. Wolfgang Schäuble||72|
Präsident Dr. Wolfgang Schäuble||73|[Landwirtschaft] Ernährung und Landwirtschaft Ausschuss für; [Kolleginnen] bitte die Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen aus allen; [Bundeskanzleramt] Staatsministerin im Bundeskanzleramt Dorothee Bär
Dorothee Bär||74|[Präsident] Herr Präsident Liebe Kolleginnen; [Kolleginnen] Präsident Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Ich freue; [Wissenschaftler] Mal genutzt Wissenschaftler und Unternehmen; [Vorreiter] Staat zum Vorreiter machen weil; [Ministerien] in den Ministerien auch bei; [Bundeskanzleramt] uns im Bundeskanzleramt – weil; [Vorreiter] innovativen Datennutzung Vorreiter sein sonst
Vizepräsident Wolfgang Kubicki||75|[Kollege] ist der Kollege Uwe Schulz
Uwe Schulz|AfD|76|[Präsident] Herr Präsident Meine Damen; [Verwaltungsrichter] nicht nur Verwaltungsrichter ja schon; [Kanzleramtsminister] angekündigt von Kanzleramtsminister Braun schon; [Minister] Legislaturperiode erfolgen Minister Braun war; [Datentreuhänder] Zertifizierungsprojekten für Datentreuhänder und Anonymisierungssysteme; [Datentreuhänder] Prozesse für Datentreuhänder umzusetzen das
Vizepräsident Wolfgang Kubicki||77|[Kollege] Dank Herr Kollege Schulz –; [Kollegin] ist die Kollegin Saskia Esken
Saskia Esken|SPD|78|[Präsident] Herr Präsident Liebe Kolleginnen; [Kolleginnen] Präsident Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Meine sehr; [Beherrscher] Weisheit Die Beherrscher der alten; [Arbeiterbewegung] Bildungsvereine der Arbeiterbewegung erkannt dass; [Risikopatienten] heilen oder Risikopatienten von Versicherungsleistungen
Vizepräsident Wolfgang Kubicki||79|[Kollegin] Dank Frau Kollegin Esken –; [Kollegen] ich dem Kollegen Manuel Höferlin
Manuel Höferlin|FDP|80|[Präsident] geehrter Herr Präsident Liebe Kolleginnen; [Kolleginnen] Präsident Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Daten das; [Treiber] Daten als Treiber für die; [Plattformbetreiber] es die Plattformbetreiber die die
Vizepräsident Wolfgang Kubicki||81|[Kollege] Dank Herr Kollege Höferlin –; [Kollegin] Worten der Kollegin Anke DomscheitBerg
Anke Domscheit-Berg|DIE LINKE|82|[Präsident] geehrter Herr Präsident Liebe Kolleginnen; [Kolleginnen] Präsident Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Die vorliegende; [Vorreiter] Staat zum Vorreiter machen“ Die; [Vorreiter] öffentlicher Hand Vorreiter sein will; [Monitoring] ein kontinuierliches Monitoring Aber was; [Monitoring] nur mehr Monitoring sondern es; [Monitoring] mehr ehrliches Monitoring das echten; [Minister] gut sind Minister Braun Es; [Ministerien] noch in Ministerien vorherrscht Da; [Vorreiter] doch nicht Vorreiter So bleibt; [Ministerien] von allen Ministerien angestrebt werden
Vizepräsident Wolfgang Kubicki||83|[Kollegin] Dank Frau Kollegin DomscheitBerg –; [Kollege] Anmarsch befindliche Kollege Dr Konstantin
Konstantin von Notz|BÜNDNIS 90/DIE GRÜNEN|84|[Präsident] Morgen Herr Präsident Liebe Kolleginnen; [Kolleginnen] Präsident Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Der Umgang; [Bundeskanzleramt] dass das Bundeskanzleramt jetzt die; [Bundeskanzleramt] Das CDUgeführte Bundeskanzleramt schreibt jedoch; [Kollege] – der Kollege Höferlin hat
Vizepräsident Wolfgang Kubicki||85|[Kollege] Dank Herr Kollege Dr von; [Kollegin] Wort die Kollegin Nadine Schön
