Speaker|Party|Speech ID|Gendered Terms
Nadine Schön|CDU/CSU|86|[Präsident] geehrter Herr Präsident Liebe Kolleginnen; [Kolleginnen] Präsident Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Unser Kanzleramtsminister; [Kanzleramtsminister] Kollegen Unser Kanzleramtsminister Helge Braun; [Digitalpolitiker] Digitalpolitikerinnen und Digitalpolitiker die vergangene; [Kanzleramtschef] speziell mit Kanzleramtschef Helge Braun; [Kollegin] CDUregiert Die Kollegin Reimann ist; [Ministerin] ist dort Ministerin Aber das; [Kolleginnen] Deshalb liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen ist das
Vizepräsident Wolfgang Kubicki||87|[Kollegin] Dank Frau Kollegin Schön –; [Kollege] nunmehr der Kollege Mario Brandenburg
Mario Brandenburg|FDP|88|[Präsident] – Herr Präsident Liebe Kolleginnen; [Kolleginnen] Präsident Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Liebe Kollegin; [Kollegin] Kollegen Liebe Kollegin Schön das; [Monitoring] ein indirektes Monitoring Ihrer Digitalpolitik; [Monitoring] auf selbiges Monitoring für die; [Kollegin] hat die Kollegin DomscheitBerg richtigerweise
Vizepräsident Wolfgang Kubicki||89|[Kollege] Vielen Dank Kollege Brandenburg auch; [Kollegin] ist die Kollegin Elvan KorkmazEmre
Elvan Korkmaz-Emre|SPD|90|[Präsident] Herr Präsident Meine Damen; [Koalitionspartner] nutzen Der Koalitionspartner hatte in; [Innovationstreiber] er kann Innovationstreiber sein Und; [Verbrauchern] es den Verbrauchern ermöglichen Daten; [Werkzeuge] KI sind Werkzeuge und wir
Vizepräsident Dr. Hans-Peter Friedrich||91|[Kollegin] Dank Frau Kollegin – Der; [Kollege] Grünen der Kollege Dieter Janecek
Dieter Janecek|BÜNDNIS 90/DIE GRÜNEN|92|[Präsident] geehrter Herr Präsident Die aktuelle; [Bundeskanzlerin] zwar eine Bundeskanzlerin die Exponentialkurven; [Ingenieurskunst] Land der Ingenieurskunst sein das; [Kollegin] mit der Kollegin Christmann vor; [Journalistinnen] Pandemie für Journalistinnen und Journalisten; [Journalisten] Journalistinnen und Journalisten für interessierte; [Berichterstattung] in ihre Berichterstattung einfließen lässt
Vizepräsident Dr. Hans-Peter Friedrich||93|
Tankred Schipanski|CDU/CSU|94|[Präsident] Herr Präsident Liebe Kolleginnen; [Kolleginnen] Präsident Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Meine Damen; [Kollege] OpenDataGesetz Lieber Kollege Schulz ich; [Ministerium] dass jedes Ministerium Digitalministerium ist; [Vorreiter] Staat als Vorreiter und Impulsgeber; [Kolleginnen] erklären die Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen der Unionsfraktion
Vizepräsident Dr. Hans-Peter Friedrich||95|[Kollege] Herr Kollege gestatten Sie; [Kollegen] Zwischenfrage des Kollegen Höferlin
Tankred Schipanski|CDU/CSU|96|[Kolleginnen] nicht Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen ich möchte; [Kollegen] für den Kollegen Brandenburg der; [Mitarbeiter] nur für Mitarbeiter in Unternehmen; [Sprachassistenten] Kommunizieren mit Sprachassistenten wie Alexa
Vizepräsident Dr. Hans-Peter Friedrich||97|[Kollege] Herr Kollege es gibt
Tankred Schipanski|CDU/CSU|98|[Sekunden] noch 15 Sekunden gerne anschließend
Vizepräsident Dr. Hans-Peter Friedrich||99|
Tankred Schipanski|CDU/CSU|100|[Kollegen] umfasst liebe Kollegen der FDP
Vizepräsident Dr. Hans-Peter Friedrich||101|[Kollege] Vielen Dank Kollege Schipanski –; [Kollegen] – Liebe Kollegen wenn eine; [Kollegen] ich dem Kollegen Höferlin die
Manuel Höferlin|FDP|102|[Präsident] Dank Herr Präsident – Danke; [Kollege] Danke Herr Kollege Schipanski dass; [Sprecher] als digitalpolitischer Sprecher Ihrer Fraktion
Vizepräsident Dr. Hans-Peter Friedrich||103|[Kollege] Kollege Schipanski Sie; [Kollege] ist der Kollege Dr Jens; [Zimmermann] Dr Jens Zimmermann von der
Jens Zimmermann|SPD|104|[Präsident] Herr Präsident Meine Damen; [Kolleginnen] schätze die Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen von der
Vizepräsident Dr. Hans-Peter Friedrich||105|[Kollege] Herr Kollege Frau Christmann
Jens Zimmermann|SPD|106|
Vizepräsident Dr. Hans-Peter Friedrich||107|[Kollege] ist der Kollege Hansjörg Durz
Hansjörg Durz|CDU/CSU|108|[Präsident] geehrter Herr Präsident Verehrte Kolleginnen; [Kolleginnen] Präsident Verehrte Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Meine Damen; [Philosoph] der britische Philosoph und Staatsmann; [Philosophen] Sinne dieses Philosophen gewesen der; [Datentreuhänder] Mit einem Datentreuhänder können Menschen; [Steuererklärung] Abgabe der Steuererklärung überall pflegen; [Bundesbürger] hatte jeder Bundesbürger im Durchschnitt; [Datentreuhänder] Mit dem Datentreuhänder lässt sich; [Datentreuhänder] muss ein Datentreuhänder nicht zwingend; [Datentreuhänder] gelten Ein Datentreuhänder ist eine; [Treuhänder] und ein Treuhänder verscherbelt keine; [Verbraucher] über den Verbraucher gesammelt und; [Datentreuhänder] werden Der Datentreuhänder kann dazu; [Datentreuhänder] Ideenwettbewerb für Datentreuhänder initiieren um; [Datentreuhänder] Erprobung innovativer Datentreuhänder aufsetzen Drittens; [Datentreuhänder] wir damit Datentreuhänder ermöglichen und; [Datentreuhänder] Macht Der Datentreuhänder ist das
Vizepräsident Dr. Hans-Peter Friedrich||109|
Präsident Dr. Wolfgang Schäuble||110|
Präsident Dr. Wolfgang Schäuble||111|[Zimmermann] Ferschl Sabine Zimmermann Zwickau Doris; [Kollegen] beschlossen Liebe Kollegen bitte nehmen; [Kollegin] beginnt die Kollegin Susanne Ferschl
Susanne Ferschl|DIE LINKE|112|[Präsident] Herr Präsident Sehr geehrte; [Kolleginnen] Sehr geehrte Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Seit gestern; [Gastronomie] es amtlich Gastronomie und Einzelhandel; [Kolleginnen] Situation der Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen in Kurzarbeit; [Köchin] Beispiel einer Köchin mit einem; [Friseurinnen] dass Tausende Friseurinnen Verkäuferinnen und; [Verkäuferinnen] Tausende Friseurinnen Verkäuferinnen und Kellner; [Kellner] Verkäuferinnen und Kellner vor dem
Vizepräsident Dr. Hans-Peter Friedrich||113|[Kollege] Wort der Kollege Thomas Heilmann
Thomas Heilmann|CDU/CSU|114|[Präsident] Herr Präsident Meine Damen; [Bundeskanzlerin] hat unsere Bundeskanzlerin heute Morgen; [Geringverdiener] auch für Geringverdiener die heute; [Gastronomie] in der Gastronomie häufig weil
Vizepräsident Dr. Hans-Peter Friedrich||115|[Kolleginnen] Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen kein Aufruhr; [Kollege] Aufruhr Der Kollege spricht
Thomas Heilmann|CDU/CSU|116|[Kollegen] sagen liebe Kollegen von den
Vizepräsident Dr. Hans-Peter Friedrich||117|[Kollege] schön Herr Kollege Sie haben
Martin Sichert|AfD|118|[Präsident] Herr Präsident Meine Damen; [Wohltäter] Politiker als Wohltäter darstellen können; [Wohltäter] die größten Wohltäter des Landes; [Arbeiter] hat ein Arbeiter so gut; [Teilzeitbeschäftigte] bekommen Millionen Teilzeitbeschäftigte in Kurzarbeit; [Kollege] als sein Kollege der weiter; [Kollege] über Kurzarbeit Kollege Heilmann hat; [Kollegin] sollte – Kollegin Sie sollten; [Statistischem] Todesstatistik Laut Statistischem Bundesamt sind; [Kollegen] 80Jährigen Dem Kollegen von den; [Statistiken] den offiziellen Statistiken des Statistischen; [Statistischen] Statistiken des Statistischen Bundesamtes zu; [Statistiken] und die Statistiken sehen ganz; [Mitbürger] Intelligenz der Mitbürger Lassen Sie
Vizepräsident Dr. Hans-Peter Friedrich||119|[Kollege] Wort der Kollege Bernd Rützel
Bernd Rützel|SPD|120|[Präsident] geehrter Herr Präsident Liebe Kolleginnen; [Kolleginnen] Präsident Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Wir sollten; [Kolleginnen] SPD liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Es trifft; [Gastronomie] in der Gastronomie Wenn die; [Bundesarbeitsminister] ist unser Bundesarbeitsminister Hubertus Heil; [Kolleginnen] sein liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Die SPD; [Grundsicherungsempfänger] arrogant über Grundsicherungsempfänger zu urteilen; [Arbeitsminister] Regelung Unser Arbeitsminister Hubertus Heil; [Kolleginnen] mich liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen was passiert; [Grundsicherungsempfänger] Gruppe der Grundsicherungsempfänger Ich glaube
Vizepräsident Dr. Hans-Peter Friedrich||121|[Kollege] FDP der Kollege Pascal Kober
Pascal Kober|FDP|122|[Präsident] Herr Präsident Liebe Kolleginnen; [Kolleginnen] Präsident Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Liebe Kolleginnen; [Kolleginnen] Kollegen Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen der Linken
Vizepräsident Dr. Hans-Peter Friedrich||123|[Kollege] Herr Kollege Kober gestatten
Pascal Kober|FDP|124|[Unternehmerinnen] auch vielen Unternehmerinnen und Unternehmern; [Unternehmern] Unternehmerinnen und Unternehmern das Wasser; [Kolleginnen] Deshalb liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen geht es
Vizepräsident Dr. Hans-Peter Friedrich||125|[Kollege] Vielen Dank Kollege Kober –
Wolfgang Strengmann-Kuhn|BÜNDNIS 90/DIE GRÜNEN|126|[Präsident] Herr Präsident Liebe Kolleginnen; [Kolleginnen] Präsident Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Herr Kollege; [Kollege] Kollegen Herr Kollege Kober es; [Kolleginnen] geht Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen wir haben; [Kollege] hat der Kollege Rützel eben
Vizepräsident Dr. Hans-Peter Friedrich||127|[Kollege] Herr Kollege
Wolfgang Strengmann-Kuhn|BÜNDNIS 90/DIE GRÜNEN|128|
Vizepräsident Dr. Hans-Peter Friedrich||129|[Kollege] Herr Kollege auch Zitate
Wolfgang Strengmann-Kuhn|BÜNDNIS 90/DIE GRÜNEN|130|[Überzeugen] noch darum Überzeugen Sie die; [Kollege] und der Kollege Whittaker kann
Vizepräsident Dr. Hans-Peter Friedrich||131|[Kollege] Wort der Kollege Kai Whittaker
Kai Whittaker|CDU/CSU|132|[Präsident] Herr Präsident Werte Kolleginnen; [Kolleginnen] Präsident Werte Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Heute Morgen; [Bundeskanzlerin] Regierungserklärung der Bundeskanzlerin ist es; [Fraktionsvorsitzender] auch unser Fraktionsvorsitzender Ralph Brinkhaus; [Kollege] vorgeschlagen haben Kollege StrengmannKuhn hat; [Koalitionspartner] mit unserem Koalitionspartner – und; [Ministerpräsident] voran Ihr Ministerpräsident in Thüringen; [Ministerpräsidentenkonferenz] bei der Ministerpräsidentenkonferenz zuzuhören –; [Kollegen] Anzug des Kollegen Birkwald –; [Philosophen] einem unbekannten Philosophen antworten Karneval
Vizepräsident Dr. Hans-Peter Friedrich||133|
Johannes Vogel|FDP|134|[Präsident] Herr Präsident Liebe Kolleginnen; [Kolleginnen] Präsident Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Ich bin; [Kolleginnen] auch den Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen von den; [Kollegen] haben den Kollegen Matthias W; [Kolleginnen] einig liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen von den; [Kollege] Sie lieber Kollege Rützel zugestimmt; [Kolleginnen] Sinn liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen von der; [Vorredner] Debatte auf Vorredner einzugehen auf; [Kollege] eingehen Lieber Kollege Heilmann und; [Kollege] und lieber Kollege Kai Whittaker; [Kollege] wurde Der Kollege Rützel hat; [Kollege] beantragen Der Kollege Whittaker hat; [Unternehmer] und die Unternehmer nicht passt
Vizepräsident Dr. Hans-Peter Friedrich||135|[Kollege] Herr Kollege kommen Sie
Johannes Vogel|FDP|136|[Präsident] Satz Herr Präsident Wenn man
Vizepräsident Dr. Hans-Peter Friedrich||137|[Kollege] Herr Kollege bitte
Johannes Vogel|FDP|138|[Kolleginnen] anpacken liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen von der
Vizepräsident Dr. Hans-Peter Friedrich||139|[Kollegin] ist die Kollegin Daniela Kolbe
Daniela Kolbe|SPD|140|[Präsident] geehrter Herr Präsident Liebe Kolleginnen; [Kolleginnen] Präsident Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Ich finde; [Friseurinnen] an die Friseurinnen und Friseure; [Friseure] Friseurinnen und Friseure nicht nur; [Mitarbeiterinnen] an die Mitarbeiterinnen und Mitarbeiter; [Mitarbeiter] Mitarbeiterinnen und Mitarbeiter im Gastro; [Hotelgewerbe] und im Hotelgewerbe nicht nur; [Unternehmer] dass die Unternehmer dabei gerade; [Unternehmerinnen] viele Freelancer Unternehmerinnen und Unternehmer; [Unternehmer] Unternehmerinnen und Unternehmer und es; [Leistungsbezieher] wir für Leistungsbezieher und zwar
Vizepräsident Dr. Hans-Peter Friedrich||141|[Kollegin] Rednerin die Kollegin Sabine Zimmermann; [Zimmermann] Kollegin Sabine Zimmermann Fraktion Die
Sabine Zimmermann|DIE LINKE|142|[Präsident] geehrter Herr Präsident Meine Damen; [Gastronomie] in der Gastronomie oder im; [Hotelgewerbe] oder im Hotelgewerbe – sind; [Gastgewerbe] wenig Im Gastgewerbe verdient eine; [Vollzeitbeschäftigte] verdient eine Vollzeitbeschäftigte 2 036; [Vollzeitbeschäftigte] 4 Millionen Vollzeitbeschäftigte in Deutschland; [Kolleginnen] und diese Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen bekommen also; [Kolleginnen] Weil die Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen ihr Erspartes
Vizepräsident Dr. Hans-Peter Friedrich||143|[Kollegin] ist die Kollegin Beate MüllerGemmeke; [MüllerGemmeke] Kollegin Beate MüllerGemmeke Bitte schön
Beate Müller-Gemmeke|BÜNDNIS 90/DIE GRÜNEN|144|[Präsident] Sehr geehrter Präsident Kolleginnen und; [Kolleginnen] geehrter Präsident Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Wenn Sie
Vizepräsident Dr. Hans-Peter Friedrich||145|[Kollegin] Dank Frau Kollegin MüllerGemmeke –; [MüllerGemmeke] Frau Kollegin MüllerGemmeke – Die; [Kollegin] ist die Kollegin Jana Schimke
Jana Schimke|CDU/CSU|146|[Präsident] Herr Präsident Meine Damen; [Kolleginnen] Herren Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Um es; [Kolleginnen] Und liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen der Linken; [Kolleginnen] Gedanke liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Das Kurzarbeitergeld
Vizepräsident Dr. Hans-Peter Friedrich||147|[Kollege] ist der Kollege Peter Aumer
Peter Aumer|CDU/CSU|148|[Präsident] geehrter Herr Präsident Liebe Kolleginnen; [Kolleginnen] Präsident Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Wir diskutieren; [Kollege] Krankenhäusern Herr Kollege Sichert wenn; [Kolleginnen] Herren liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen die große; [Fraktionsvorsitzender] tun Unser Fraktionsvorsitzender und auch; [Kollegen] – die Kollegen haben es; [Kollegen] wollen Meine Kollegen haben das; [Präsident] braucht der Präsident nicht zu
Vizepräsident Dr. Hans-Peter Friedrich||149|
Präsident Dr. Wolfgang Schäuble||150|
Präsident Dr. Wolfgang Schäuble||151|[Zimmermann] Abgeordneten Pia Zimmermann Matthias W; [Landwirtschaft] Ernährung und Landwirtschaft f Ausschuss; [Landwirtschaft] Ernährung und Landwirtschaft f Ausschuss; [Verbrauchern] Verbraucherinnen und Verbrauchern in den; [Interessenvertreter] als bezahlte Interessenvertreter und der; [Schäffler] Dürr Frank Schäffler weiterer Abgeordneter; [MüllerGemmeke] Lindner Beate MüllerGemmeke weiterer Abgeordneter
Präsident Dr. Wolfgang Schäuble||152|
Präsident Dr. Wolfgang Schäuble||153|[Kollegen] – Liebe Kollegen bitte zügig
Gottfried Curio|AfD|154|[Präsident] geehrter Herr Präsident Meine Damen; [Geschäftsinhaber] Restaurant und Geschäftsinhaber in den; [Kanzlerin] ordnet eine Kanzlerin – bekanntlich; [Beraterrunde] der Merkel’schen Beraterrunde werden kontrovers
Vizepräsident Dr. Hans-Peter Friedrich||155|[Kollegin] ist die Kollegin Dr Astrid
Astrid Mannes|CDU/CSU|156|[Präsident] geehrter Herr Präsident Meine Damen; [Lehrermeldeportalen] Einrichten von Lehrermeldeportalen Der AfDLandtagsabgeordnete; [Professoren] aufgefordert AfDkritische Professoren zu melden; [Präsident] Technikfolgenabschätzung der Präsident der Deutschen; [Naturforscher] Akademie der Naturforscher Leopoldina Herr; [Professor] Leopoldina Herr Professor Gerald Haug; [Bundesinnenminister] Anwürfen gegen Bundesinnenminister Seehofer einige; [Professor] ist dass Professor Christoph Schmidt; [Präsident] Christoph Schmidt Präsident des LeibnizInstituts; [Wissenschaftler] dass die Wissenschaftler der Politik; [Wissenschaftler] Abhängigkeit der Wissenschaftler von der; [Wissenschaftler] hin dass Wissenschaftler sich haben
Vizepräsident in Dagmar Ziegler||157|
Thomas Sattelberger|FDP|158|[Präsidentin] Frau Präsidentin Meine Damen; [Professoren] Studierende AfDkritische Professoren verpfeifen sollen; [Kollegin] mich der Kollegin Mannes voll; [Bundesinnenminister] sich der Bundesinnenminister die Bilder; [Forscherinnen] den besten Forscherinnen und Forschern; [Forschern] Forscherinnen und Forschern beraten zu; [Wissenschaftler] es wenn Wissenschaftler ein solches; [Staatssekretärs] und seines Staatssekretärs Markus Kerber; [Ministeriums] Spitze des Ministeriums eine machiavellistische; [Forscher] und andere Forscher Wissenschaftler dürfen; [Wissenschaftler] andere Forscher Wissenschaftler dürfen nie; [Dozenten] Vorlesungen unliebsamer Dozenten nicht durch
Vizepräsident in Dagmar Ziegler||159|
René Röspel|SPD|160|[Präsidentin] Frau Präsidentin Meine sehr; [Sexualforscher] Hirschfeld der Sexualforscher der eine; [Wissenschaftlern] aus 70 Wissenschaftlern gegründet hat; [Forscher] wissen Ein Forscher darf sagen; [Wissenschaftlerinnen] Forschungsinstitute und Wissenschaftlerinnen und Wissenschaftler; [Wissenschaftler] Wissenschaftlerinnen und Wissenschaftler ausübt so; [Wissenschaftler] auf denen Wissenschaftler in Gefängniskleidung; [Wissenschaftlern] wie von Wissenschaftlern bemängelt wird; [Wissenschaftlern] mit den Wissenschaftlern zu diskutieren; [Philosoph] der große Philosoph Oliver Kahn
Vizepräsident in Dagmar Ziegler||161|
Petra Sitte|DIE LINKE|162|[Präsidentin] Frau Präsidentin Meine Damen; [Müller] Coronapandemie Hansjörg Müller wer es; [Statistiken] einfach die Statistiken zu den; [Mitarbeiter] auch ein Mitarbeiter des Bundesinnenministeriums; [Virologen] dass die Virologen die Welt; [Professor] Bill Gates Professor Drosten und
Vizepräsident in Dagmar Ziegler||163|
Kai Gehring|BÜNDNIS 90/DIE GRÜNEN|164|[Präsidentin] Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Wie frei; [Virologen] Bilder von Virologen am Galgen; [Wissenschaftlerinnen] Hetzkampagnen gegen Wissenschaftlerinnen und Wissenschaftler; [Wissenschaftler] Wissenschaftlerinnen und Wissenschaftler mit deren; [BMBFStaatssekretär] der ehemalige BMBFStaatssekretär Georg Schütte; [Nachwuchswissenschaftler] für Wissenschaftsfreiheit Nachwuchswissenschaftler und ‑wissenschaftlerinnen; [Wissenschaftlern] es habe Wissenschaftlern nahegelegt die; [Serientäter] das SeehoferMinisterium Serientäter Regelmäßig wird; [Extremismusforscher] einen anerkannten Extremismusforscher Diese Doppelmoral; [Virologen] das RobertKochInstitut Virologen erhalten Todesdrohungen; [Kolleginnen] lächerlich Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen unabhängige Wissenschaft
Vizepräsident in Dagmar Ziegler||165|
Sybille Benning|CDU/CSU|166|[Präsidentin] geehrte Frau Präsidentin Sehr geehrte; [Kolleginnen] Herren Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Das Thema; [Präsidenten] mit dem Präsidenten der Leopoldina; [Autoritäten] auf alle Autoritäten seien es; [Wissenschaftlerinnen] 1 800 Wissenschaftlerinnen und Wissenschaftler; [Wissenschaftler] Wissenschaftlerinnen und Wissenschaftler aus aller; [Professor] Gelegenheit mit Professor Haug dem; [Präsidenten] Haug dem Präsidenten der Nationalen; [Kollegen] sprechen Die Kollegen der AfDFraktion; [Professor] Neue versicherte Professor Haug dass; [Wissenschaftlerinnen] vereinigt herausragende Wissenschaftlerinnen und Wissenschaftler; [Wissenschaftler] Wissenschaftlerinnen und Wissenschaftler unter ihnen; [Nobelpreisträger] sind 30 Nobelpreisträger Wenn so; [Wissenschaftler] die zwar Wissenschaftler aber keine; [Wissenschaftlerinnen] dass aktuell Wissenschaftlerinnen und Wissenschaftler; [Wissenschaftler] Wissenschaftlerinnen und Wissenschaftler die durch; [Wissenschaftlerinnen] genauso mit Wissenschaftlerinnen und Wissenschaftlern; [Wissenschaftlern] Wissenschaftlerinnen und Wissenschaftlern aus der; [Wissenschaftlerinnen] Hass die Wissenschaftlerinnen und Wissenschaftlern; [Wissenschaftlern] Wissenschaftlerinnen und Wissenschaftlern entgegenschlagen hat
Vizepräsident in Dagmar Ziegler||167|
Karsten Hilse|AfD|168|[Präsidentin] tragen Frau Präsidentin Meine Damen; [Wissenschaftler] sich als Wissenschaftler getarnte Aktivisten; [Schneider] Beispiel Steven Schneider von dem; [Präsidentin] Genehmigung Frau Präsidentin – Um; [Wissenschaftler] Und alle Wissenschaftler die gern; [Gründungsdirektor] wurden Sein Gründungsdirektor Professor Schellnhuber; [Professor] Sein Gründungsdirektor Professor Schellnhuber erkannte; [Bundeskanzlerin] nur die Bundeskanzlerin sondern auch; [Ministerien] sondern auch Ministerien und Gremien; [Mietwissenschaftler] schnell die Mietwissenschaftler vom PIK; [Wissenschaftler] lassen sich Wissenschaftler kaufen Deshalb
Vizepräsident in Dagmar Ziegler||169|
Karamba Diaby|SPD|170|[Präsidentin] geehrte Frau Präsidentin Meine sehr; [Wissenschaftlerinnen] Welt werden Wissenschaftlerinnen und Wissenschaftler; [Wissenschaftler] Wissenschaftlerinnen und Wissenschaftler verfolgt und; [Wissenschaftlerinnen] AlexandervonHumboldtStiftung verfolgten Wissenschaftlerinnen und Wissenschaftlern; [Wissenschaftlern] Wissenschaftlerinnen und Wissenschaftlern Stipendien anbietet; [Professorinnen] Prozent der Professorinnen und Professoren; [Professoren] Professorinnen und Professoren männlich sind; [Forscherinnen] in dem Forscherinnen mit Kindern; [Arbeiterkinder] in dem Arbeiterkinder dreimal geringere; [Wissenschaftlern] Wissenschaft und Wissenschaftlern bleibt frei
Vizepräsident in Dagmar Ziegler||171|
Andreas Steier|CDU/CSU|172|[Präsidentin] geehrte Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Ich hätte; [Forschungspolitiker] keiner Ihrer Forschungspolitiker über Wissenschaftsfreiheit; [Forschern] Politik den Forschern eben nicht; [Forscher] sich die Forscher hier frei
Vizepräsident in Dagmar Ziegler||173|
Ernst Dieter Rossmann|SPD|174|[Präsidentin] Liebe Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Herr Steier; [Kritikern] Dingen den Kritikern dieser Studie; [Minister] es war Minister Spahn der; [Professor] Wissenschaftsausschuss mit Professor Haug geführt; [Großmeister] Kubicki der Großmeister der starken; [Professor] was uns Professor Haug gestern
Vizepräsident in Dagmar Ziegler||175|
Wolfgang Stefinger|CDU/CSU|176|[Präsidentin] Liebe Frau Präsidentin Meine sehr; [Bundespräsident] unseren Hochschulen Bundespräsident Steinmeier und; [Steinmeier] Hochschulen Bundespräsident Steinmeier und auch; [Professoren] Schüler auf Professoren und Lehrer; [Lehrer] Professoren und Lehrer über Onlineplattformen; [Kolleginnen] Lage Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen natürlich kann; [Wissenschaftler] muss kein Wissenschaftler treffen egal; [Virologe] es ein Virologe ist oder; [Klimaforscher] oder ein Klimaforscher egal ob; [Juraprofessor] es ein Juraprofessor ist oder; [Soziologe] oder ein Soziologe Die Wissenschaftler; [Wissenschaftler] Soziologe Die Wissenschaftler brauchen keine; [Kolleginnen] diskutieren Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen ich bin
Vizepräsident in Dagmar Ziegler||177|
Präsident Dr. Wolfgang Schäuble||178|[Staatsminister] hat der Staatsminister Niels Annen
Niels Annen||179|[Präsidentin] Frau Präsidentin Meine sehr; [Kolleginnen] Herren Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Der Südsudan; [Helferinnen] Selbst humanitäre Helferinnen und Helfer; [Helfer] Helferinnen und Helfer sind gezielt; [Entscheidungsträger] dass die Entscheidungsträger im Südsudan; [Soldatinnen] den unsere Soldatinnen und Soldaten; [Soldaten] Soldatinnen und Soldaten bei UNMISS; [Helferinnen] wenn humanitäre Helferinnen und Helfer; [Helfer] Helferinnen und Helfer unter Beschuss; [Vertreterinnen] bei den Vertreterinnen und Vertretern; [Vertretern] Vertreterinnen und Vertretern der Regierung; [Soldatinnen] Einsatz unserer Soldatinnen und Soldaten; [Soldaten] Soldatinnen und Soldaten ist –; [Soldatinnen] Südsudan Unsere Soldatinnen und Soldaten; [Soldaten] Soldatinnen und Soldaten tragen an; [Kolleginnen] sehr verehrten Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Mit unserer
Vizepräsident in Dagmar Ziegler||180|[Professor] geht an Professor Dr Lothar
Lothar Maier|AfD|181|[Präsidentin] geehrte Frau Präsidentin Meine Damen; [Staatsminister] – der Staatsminister hat eben; [Landwirtschaft] kaum noch Landwirtschaft betrieben und; [Ökonomen] Einheimische afrikanische Ökonomen sehen sie; [Wissenschaftlern] von afrikanischen Wissenschaftlern aber auch; [Landwirtschaft] Entwicklung der Landwirtschaft und der
Vizepräsident in Dagmar Ziegler||182|
