Speaker|Party|Speech ID|Gendered Terms
Vizepräsidentin Petra Pau||125|[Kollege] nun der Kollege Reinhard Houben
Reinhard Houben|FDP|126|[Präsidentin] Frau Präsidentin Meine Damen; [Sprecher] unseren sozialpolitischen Sprecher Pascal Kober; [Apotheker] und die Apotheker vermelden es; [Ökonomische] das Neue Ökonomische System der; [Vertretern] bestehend aus Vertretern der Ministerien; [Ministerien] Vertretern der Ministerien des Bundes
Vizepräsidentin Petra Pau||127|
Katharina Dröge|BÜNDNIS 90/DIE GRÜNEN|128|[Präsidentin] geehrte Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Die Coronakrise; [Bundeskanzlerin] den insbesondere Bundeskanzlerin Merkel in; [Händler] Zuschlag der Händler begrenzt Dafür
Vizepräsidentin Petra Pau||129|[Kollegin] Kollegin Dröge
Katharina Dröge|BÜNDNIS 90/DIE GRÜNEN|130|
Vizepräsidentin Petra Pau||131|[Kollegin] nun die Kollegin Emmi Zeulner
Emmi Zeulner|CDU/CSU|132|[Präsidentin] geehrte Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Liebe Kollegin; [Kollegin] Kollegen Liebe Kollegin von den; [Kanzlerin] sich unsere Kanzlerin – wie; [Kollegen] auch viele Kollegen hier im; [Kollegen] zu dem Kollegen der FDP; [Kanzlerin] würde die Kanzlerin früh aufstehen; [Kollegen] noch die Kollegen in den; [Unternehmer] auch unsere Unternehmer im Blick; [Kanzlerin] Schuhen der Kanzlerin wären Was; [Unternehmer] dass auch Unternehmer vor Ort
Vizepräsidentin Petra Pau||133|
Wieland Schinnenburg|FDP|134|[Präsidentin] Frau Präsidentin Meine Damen
Vizepräsidentin Petra Pau||135|[Kollegin] hat die Kollegin Bettina Müller; [Müller] Kollegin Bettina Müller für die
Bettina Müller|SPD|136|[Präsidentin] Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Derzeit müssen; [Minister] arbeitet unser Minister Hubertus Heil; [Bezieher] 5 Millionen Bezieher von Grundsicherung; [Universitätsprofessoren] oder auch Universitätsprofessoren subventionieren Es; [Arbeitsminister] will der Arbeitsminister neben der; [Bezieher] müssen auch Bezieher von Grundsicherungsleistungen; [Mitarbeiterinnen] gegenüber seinen Mitarbeiterinnen und Mitarbeitern; [Mitarbeitern] Mitarbeiterinnen und Mitarbeitern eine Schutz; [Arbeitsminister] Leider konnte Arbeitsminister Heil die
Vizepräsidentin Petra Pau||137|
Maria Klein-Schmeink|BÜNDNIS 90/DIE GRÜNEN|138|[Präsidentin] Sehr geehrte Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen hier im; [Minister] Konzepten die Minister Heil zusammen; [Gesundheitsminister] mit dem Gesundheitsminister auf den
Vizepräsidentin Petra Pau||139|[Kollege] hat der Kollege Tino Sorge
Tino Sorge|CDU/CSU|140|[Präsidentin] Frau Präsidentin mit Ihrem; [Kolleginnen] ich den Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen der Fraktion; [Kolleginnen] nicht Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen es müsste; [Kollege] werden Mein Kollege Georg Kippels; [Grundsicherungsempfänger] FFP2Masken für Grundsicherungsempfänger für HartzIVEmpfänger; [Kolleginnen] vergessen liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen von der
Vizepräsidentin Petra Pau||141|[Kollege] Kollege Sorge gestatten; [Kollegin] Bemerkung der Kollegin KleinSchmeink
Tino Sorge|CDU/CSU|142|
Maria Klein-Schmeink|BÜNDNIS 90/DIE GRÜNEN|143|[Minister] hat der Minister bei der
Tino Sorge|CDU/CSU|144|[Kollegin] Liebe Frau Kollegin KleinSchmeink Sie; [Kollegin] die Frau Kollegin Ferschl hat; [Grundsicherungsempfänger] bekommen auch Grundsicherungsempfänger Masken wir; [Grundsicherungsempfänger] 5 Millionen Grundsicherungsempfänger HartzIVEmpfänger jetzt; [Mitarbeiterinnen] denn den Mitarbeiterinnen und Mitarbeitern; [Mitarbeitern] Mitarbeiterinnen und Mitarbeitern der Lufthansa
Vizepräsidentin Petra Pau||145|[Kollege] ist der Kollege Dirk Heidenblut
Dirk Heidenblut|SPD|146|[Präsidentin] geehrte Frau Präsidentin Meine sehr; [Kolleginnen] Herren Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen – Jetzt; [Kollegin] ich der Kollegin Dröge sehr; [Kollege] hat – Kollege Schinnenburg zu
Vizepräsidentin Petra Pau||147|[Kollege] ist der Kollege Dietrich Monstadt
Dietrich Monstadt|CDU/CSU|148|[Präsidentin] geehrte Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Meine Damen; [Kolleginnen] überholt Die Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen meiner Fraktion; [Kolleginnen] stellen Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen der Linken; [Mitarbeiter] Gesundheit seiner Mitarbeiter kümmert Es; [Mitarbeitern] und produktiven Mitarbeitern Viele Arbeitgeber
Vizepräsidentin Petra Pau||149|
Präsident Dr. Wolfgang Schäuble||150|[Bundesminister] hat der Bundesminister für besondere; [Bundeskanzleramtes] Chef des Bundeskanzleramtes Professor Dr; [Professor] des Bundeskanzleramtes Professor Dr Helge
Helge Braun||151|[Präsidentin] Frau Präsidentin Sehr geehrte; [Krankenhäuser] Dinge wie Krankenhäuser oder andere; [Bundeswehrsoldaten] Schutz unserer Bundeswehrsoldaten im Auslandseinsatz; [Journalistinnen] zum Beispiel Journalistinnen und Journalisten; [Journalisten] Journalistinnen und Journalisten besser Diese
Vizepräsidentin Petra Pau||152|
Christian Wirth|AfD|153|[Präsidentin] Frau Präsidentin Werte Kollegen; [Kollegen] Präsidentin Werte Kollegen Einmal mehr; [Jurist] noch kein Jurist jemals erdacht; [Kommandanten] von seinem Kommandanten in Syrien; [Soldaten] Wenn deutsche Soldaten unter TalibanFeuer; [Schwerverbrecher] Terroristen und Schwerverbrecher wegen Verletzung; [Journalisten] dies ausländischen Journalisten zu danken
Vizepräsidentin Petra Pau||154|
Uli Grötsch|SPD|155|[Präsidentin] geehrte Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Herr Wirth; [Kolleginnen] drum liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen lassen Sie; [Kolleginnen] nicht liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Und deshalb; [Kolleginnen] abgewinnen liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Auch wir; [Mitarbeiter] anderem mehr Mitarbeiter für die
Vizepräsidentin Petra Pau||156|[Kollege] nun der Kollege Stephan Thomae
Stephan Thomae|FDP|157|[Präsidentin] geehrte Frau Präsidentin Verehrte Kolleginnen; [Kolleginnen] Präsidentin Verehrte Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Mit seiner; [Bundeskanzleramt] Sie liebes Bundeskanzleramt jetzt versuchen; [Bundeskanzleramt] Kontrolle liebes Bundeskanzleramt Auch ein; [Kollege] eine Sachverständigenanhörung Kollege Grötsch hat; [Bundesanwälten] BGHRichtern und Bundesanwälten erfolgen Was; [Generalanwalt] eine Art Generalanwalt der Betroffenenrechte; [Bundeskanzleramt] uns das Bundeskanzleramt serviert gehen; [Bundeskanzleramt] riskieren liebes Bundeskanzleramt Uns fällt
Vizepräsidentin Petra Pau||158|[Kollege] Kollege Thomae das
Stephan Thomae|FDP|159|
Vizepräsidentin Petra Pau||160|
André Hahn|DIE LINKE|161|[Präsidentin] Frau Präsidentin Meine Damen; [Bundeskanzleramt] wird Das Bundeskanzleramt hat sich; [Richter] die Karlsruher Richter Der Schutz; [Journalisten] Schutz von Journalisten vor Ausspähung; [Kollege] weiter fragmentiert Kollege Thomae hat; [Kanzlermehrheit] Grund mit Kanzlermehrheit gewählt werden
Vizepräsidentin Petra Pau||162|
Konstantin von Notz|BÜNDNIS 90/DIE GRÜNEN|163|[Präsidentin] Frau Präsidentin Meine sehr; [Kolleginnen] Recht liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Das Bundesverfassungsgericht; [Präsidenten] versäumen den Präsidenten und seine; [Mitarbeiterinnen] und seine Mitarbeiterinnen und Mitarbeiter; [Mitarbeiter] Mitarbeiterinnen und Mitarbeiter auf der
Vizepräsidentin Petra Pau||164|[Kollege] hat der Kollege Roderich Kiesewetter
Roderich Kiesewetter|CDU/CSU|165|[Präsidentin] geehrte Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Meine sehr; [Kolleginnen] gilt liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen das Struck’sche
Vizepräsidentin Petra Pau||166|[Kollege] hat der Kollege Thomas Hitschler
Thomas Hitschler|SPD|167|[Präsidentin] Hochgeschätzte Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Ich bin; [Kollege] begeistert dass Kollege Kiesewetter das; [Kolleginnen] was die Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen hier angesprochen; [Kolleginnen] Ganzes betrachten Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Kaum ein; [Mitarbeiterinnen] dass die Mitarbeiterinnen und Mitarbeiter; [Mitarbeiter] Mitarbeiterinnen und Mitarbeiter des Bundesnachrichtendienstes; [Kollege] haben Nachdem Kollege von Notz; [Präsidenten] Notz Herrn Präsidenten Kahl enttarnt; [Präsident] Ihnen Herr Präsident ein ganz; [Mitarbeiterinnen] Arbeit Ihrer Mitarbeiterinnen und Mitarbeiter; [Mitarbeiter] Mitarbeiterinnen und Mitarbeiter Es ist; [Kolleginnen] Deutschen Bundestag Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen wir werden; [Journalistinnen] Schutz von Journalistinnen und Journalisten; [Journalisten] Journalistinnen und Journalisten ausreicht oder; [Journalisten] Berufsstandes eines Journalisten oder einer; [Journalistin] oder einer Journalistin das ist; [JournalistenVerbandes] Kritik des JournalistenVerbandes auf jeden; [Kolleginnen] berücksichtigt werden Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen mit der; [Kolleginnen] bleiben liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Wir müssen
Vizepräsidentin Petra Pau||168|
Volker Ullrich|CDU/CSU|169|[Präsidentin] Frau Präsidentin Meine sehr
Vizepräsidentin Petra Pau||170|
Präsident Dr. Wolfgang Schäuble||171|[Kollege] hat der Kollege Alexander Krauß
Alexander Krauß|CDU/CSU|172|[Präsidentin] Frau Präsidentin Meine sehr; [Paragrafenreiter] brauchen keine Paragrafenreiter und Schlaumeier; [Schlaumeier] Paragrafenreiter und Schlaumeier wie Herrn; [Minister] brauchen einen Minister der anpackt
Vizepräsidentin Petra Pau||173|[Kollege] Kollege Krauß gestatten; [Kollegin] Bemerkung der Kollegin AschenbergDugnus
Alexander Krauß|CDU/CSU|174|
Christine Aschenberg-Dugnus|FDP|175|[Kollege] Dank Herr Kollege Krauß dass; [Professoren] Verfassungsrechtler die Professoren – ich; [Professor] einige Namen Professor Di Fabio; [Professor] Di Fabio Professor Kingreen Professor; [Professor] Professor Kingreen Professor Kießling Professor; [Professor] Professor Kießling Professor Augsberg Professor; [Professor] Professor Augsberg Professor LeisnerEgensperger Professor; [Professor] Professor LeisnerEgensperger Professor Dabrock –
Alexander Krauß|CDU/CSU|176|[Professoren] von irgendwelchen Professoren zu erzählen; [Arzt] Einzelfall der Arzt entscheiden soll; [Ministerium] Ansatz Das Ministerium kann über; [Hersteller] Lieferprobleme der Hersteller Es gibt; [Paragrafenreiter] brauchen keine Paragrafenreiter und deswegen
Vizepräsidentin Petra Pau||177|[Schneider] Abgeordnete Jörg Schneider für die
Jörg Schneider|AfD|178|[Präsidentin] Frau Präsidentin Meine sehr; [Kassiererin] auch die Kassiererin an der; [Schaffner] Supermarktkasse den Schaffner im Zug; [Paketboten] oder den Paketboten Wir haben; [Verfassungsjuristen] oder anderen Verfassungsjuristen glücklich machen
Vizepräsidentin Petra Pau||179|[Kollegin] hat die Kollegin MarjaLiisa Völlers
Marja-Liisa Völlers|SPD|180|[Präsidentin] geehrte Frau Präsidentin Meine Damen; [Kolleginnen] vorstellen liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen von der; [Kolleginnen] zurückkommen Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen von der; [Impfstoffhersteller] sage nur Impfstoffhersteller und zugesagte; [Mitbürger] Mitbürgerinnen und Mitbürger nicht mit; [Kollege] zu Herr Kollege – Dort; [Professor] die Sachverständige Professor Dr LeisnerEgensperger
Vizepräsidentin Claudia Roth||181|[Kolleginnen] Nachmittag liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Jetzt kommt
Christine Aschenberg-Dugnus|FDP|182|[Präsidentin] geehrte Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Es ist; [Kollegin] Ihnen Frau Kollegin Sie arbeiten; [Professor] genannte Frau Professor Dr LeisnerEgensperger; [Polizist] werden Der Polizist oder andere; [Lehrer] oder die Lehrer Da geht; [Kollegen] von dem Kollegen Heribert Hirte; [Hirte] Kollegen Heribert Hirte garniert mit; [Professor] Sachverständigen nämlich Professor Kingreen und; [Professor] Kingreen und Professor Kießling wurden; [Kolleginnen] an alle Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen hier in
Vizepräsidentin Claudia Roth||183|[Zimmermann] Linke Pia Zimmermann
Pia Zimmermann|DIE LINKE|184|[Präsidentin] Werte Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Die FDP; [Minister] gut dass Minister Spahn eine
Vizepräsidentin Claudia Roth||185|[Zimmermann] Dank Pia Zimmermann – Die
Manuela Rottmann|BÜNDNIS 90/DIE GRÜNEN|186|[Präsidentin] geehrte Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Wir sind
Vizepräsidentin Claudia Roth||187|
Erwin Rüddel|CDU/CSU|188|[Präsidentin] geehrte Frau Präsidentin Sehr geehrte
Vizepräsidentin Claudia Roth||189|
Tino Sorge|CDU/CSU|190|[Präsidentin] Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Der Gesetzentwurf; [Vorredner] Vorrednerinnen und Vorredner gesagt Wir; [Kollegin] Liebe Frau Kollegin AschenbergDugnus ich
Vizepräsidentin Claudia Roth||191|[Kollege] Herr Kollege erlauben Sie
Tino Sorge|CDU/CSU|192|
Wieland Schinnenburg|FDP|193|[Kollege] Dank Herr Kollege dass Sie
Tino Sorge|CDU/CSU|194|
Vizepräsidentin Claudia Roth||195|
Präsident Dr. Wolfgang Schäuble||196|[Kolleginnen] bitte die Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen zügig die
Katja Keul|BÜNDNIS 90/DIE GRÜNEN|197|[Präsidentin] geehrte Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Kriegswaffen sind; [Kampfflugzeuge] Marineschiffe und Kampfflugzeuge in dem
Vizepräsidentin Claudia Roth||198|
Klaus-Peter Willsch|CDU/CSU|199|[Präsidentin] Frau Präsidentin Meine sehr; [Kollegen] Herren Liebe Kollegen Frau Keul; [Wirtschaftspolitiker] bin als Wirtschaftspolitiker darauf erpicht
Vizepräsidentin Claudia Roth||200|[Kollege] Herr Kollege erlauben Sie
Klaus-Peter Willsch|CDU/CSU|201|
Jürgen Trittin|BÜNDNIS 90/DIE GRÜNEN|202|[Kollege] Lieber Herr Kollege Willsch Sie; [Autorin] Rüstungsexportrichtlinie deren Autorin hinter Ihnen
Klaus-Peter Willsch|CDU/CSU|203|[Therapeut] nicht Ihr Therapeut der sich; [Professor] diesem Thema Professor Dr Joachim; [Soldaten] nur den Soldaten die im
Vizepräsidentin Claudia Roth||204|
Klaus-Peter Willsch|CDU/CSU|205|
Vizepräsidentin Claudia Roth||206|
Lothar Maier|AfD|207|[Präsidentin] geehrte Frau Präsidentin Meine Damen
Vizepräsidentin Claudia Roth||208|
Hagen Reinhold|FDP|209|[Präsidentin] geehrte Frau Präsidentin Meine sehr
Vizepräsidentin Claudia Roth||210|[Kollege] Herr Kollege erlauben Sie
Hagen Reinhold|FDP|211|
Vizepräsidentin Claudia Roth||212|
Manuel Sarrazin|BÜNDNIS 90/DIE GRÜNEN|213|[Kollege] Lieber Kollege Reinhold aufgrund
Hagen Reinhold|FDP|214|
Vizepräsidentin Claudia Roth||215|
Hagen Reinhold|FDP|216|
Vizepräsidentin Claudia Roth||217|[Kollege] Herr Kollege ich passe
Manuel Sarrazin|BÜNDNIS 90/DIE GRÜNEN|218|
Vizepräsidentin Claudia Roth||219|
Hagen Reinhold|FDP|220|[Kollege] geehrter Herr Kollege Sarrazin zuerst; [Sekunde] genau eine Sekunde vor dem
Vizepräsidentin Claudia Roth||221|
Sevim Dağdelen|DIE LINKE|222|[Präsidentin] Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Die Türkei; [Bundeskanzlerin] was machen Bundeskanzlerin Angela Merkel; [Außenminister] Konservativen und Außenminister Heiko Maas; [Staatspräsident] Kurden von Staatspräsident Erdogan und
Vizepräsidentin Claudia Roth||223|
Gisela Manderla|CDU/CSU|224|[Präsidentin] geehrte Frau Präsidentin Liebe Kollegen; [Kollegen] Präsidentin Liebe Kollegen und Kolleginnen; [Kolleginnen] Kollegen und Kolleginnen Erneut debattieren; [Kollegen] Dies liebe Kollegen und Kolleginnen; [Kolleginnen] Kollegen und Kolleginnen beschreibt im; [Bündnispartner] ein stabiler Bündnispartner für die; [Soldaten] Ausstattung unserer Soldaten die für; [Soldaten] ich allen Soldaten und Soldatinnen; [Soldatinnen] Soldaten und Soldatinnen ganz herzlich; [Soldaten] Pflicht unsere Soldaten mit dem
Vizepräsidentin Claudia Roth||225|[Kollegin] Vielen Dank Kollegin Manderla –
Präsident Dr. Wolfgang Schäuble||226|
Präsident Dr. Wolfgang Schäuble||227|[Kolleginnen] bitte die Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Platz zu
Gregor Gysi|DIE LINKE|228|[Präsidentin] Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen 122 Staaten; [Verteidigungsminister] Außen und Verteidigungsminister darunter auch; [Fischer] auch Joschka Fischer und Rudolf; [Generalsekretäre] zwei frühere Generalsekretäre der NATO; [Piloten] mit deutschen Piloten Der Atomwaffenverbotsvertrag
Vizepräsidentin Claudia Roth||229|
Roderich Kiesewetter|CDU/CSU|230|[Präsidentin] Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Meine sehr; [Kollege] geehrter Herr Kollege Dr Gysi; [Warschauer] früher dem Warschauer Pakt angehört; [Kollege] Bereich Herr Kollege Gysi der; [Nobelpreisträger] später als Nobelpreisträger deutlich relativiert
Vizepräsidentin Claudia Roth||231|
Armin-Paulus Hampel|AfD|232|[Präsidentin] Frau Präsidentin Meine sehr; [Kollege] gibt der Kollege Kiesewetter hat
Vizepräsidentin Claudia Roth||233|
Gabriela Heinrich|SPD|234|[Präsidentin] geehrte Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen 1945 also; [Kolleginnen] besteht Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen die Bedrohung
Vizepräsidentin Claudia Roth||235|
Bijan Djir-Sarai|FDP|236|[Präsidentin] – Frau Präsidentin Meine Damen; [Pfeiler] ein wesentlicher Pfeiler der europäischen; [Pfeiler] der wesentliche Pfeiler Allein diese; [Kollegin] Rede der Kollegin Heinrich habe; [Vorstand] immerhin der Vorstand der BöllStiftung; [Pfeiler] der tragende Pfeiler der internationalen
Vizepräsidentin Claudia Roth||237|
Katja Keul|BÜNDNIS 90/DIE GRÜNEN|238|[Präsidentin] geehrte Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Der Atomwaffenverbotsvertrag; [Piloten] dass deutsche Piloten Atomwaffen aus; [NATOGeneralsekretäre] Brief ehemaliger NATOGeneralsekretäre sowie 53; [Verteidigungsminister] NATOAußen und Verteidigungsminister Den beeindruckenden
Vizepräsidentin Claudia Roth||239|
Henning Otte|CDU/CSU|240|[Präsidentin] geehrte Frau Präsidentin Meine sehr; [Kollegin] muss Frau Kollegin Keul von; [Trägersysteme] wir die Trägersysteme zur Verfügung
Vizepräsidentin Claudia Roth||241|
Anton Friesen|AfD|242|[Präsidentin] geehrte Frau Präsidentin Sehr geehrte
Vizepräsidentin Claudia Roth||243|[Möller] SPDFraktion Siemtje Möller
Siemtje Möller|SPD|244|[Präsidentin] Frau Präsidentin Verehrte Kolleginnen; [Kolleginnen] Präsidentin Verehrte Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Die Bemerkung
Vizepräsidentin Claudia Roth||245|[Möller] Dank Siemtje Möller – Nächste
Heike Hänsel|DIE LINKE|246|[Präsidentin] Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Mit dem; [UNGeneralsekretär] selbst der UNGeneralsekretär hat ihn; [Außenminister] immer von Außenminister Heiko Maas; [KrampKarrenbauer] und Annegret KrampKarrenbauer direkt mitverantwortlich; [Kollegin] das meine Kollegin Sevim Dağdelen
Vizepräsidentin Claudia Roth||247|[Kollegin] Frau Kollegin
Heike Hänsel|DIE LINKE|248|
Vizepräsidentin Claudia Roth||249|
Nikolas Löbel|CDU/CSU|250|[Präsidentin] Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Frau Hänsel; [Vertreter] als gewählter Vertreter dieses Hauses; [Kolleginnen] muss Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen wir alle; [Kollege] hat der Kollege Kiesewetter vorhin; [Grundpfeiler] einer der Grundpfeiler unserer strategischen; [Kolleginnen] Sicherheit Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen stellen wir
Vizepräsidentin Claudia Roth||251|
Nikolas Löbel|CDU/CSU|252|[Präsidenten] dem russischen Präsidenten Wladimir Putin
Vizepräsidentin Claudia Roth||253|
Karl-Heinz Brunner|SPD|254|[Präsidentin] verehrte Frau Präsidentin Liebe Kolleginnen; [Kolleginnen] Präsidentin Liebe Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen Meine sehr; [Kolleginnen] Anzahl die Kolleginnen und Kollegen; [Kollegen] Kolleginnen und Kollegen des Deutschen; [Sekunden] steht 100 Sekunden vor zwölf; [Sekunden] auf 100 Sekunden vor zwölf; [Trägersysteme] destabilisierende Raketenabwehr Trägersysteme die sowohl; [Kollegin] wenn man Kollegin Hänsel beispielsweise
Vizepräsidentin Claudia Roth||255|
Karl-Heinz Brunner|SPD|256|[Präsidentin] Ende Frau Präsidentin – Wir; [Präsidentin] Dank Frau Präsidentin
Vizepräsidentin Claudia Roth||257|
Volker Ullrich|CDU/CSU|258|[Präsidentin] Frau Präsidentin Meine sehr; [Warschauer] Übermacht des Warschauer Paktes nur
Vizepräsidentin Claudia Roth||259|
Präsident Dr. Wolfgang Schäuble||260|
